id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
comentario_2062341,50 mil é pouco. Falta ainda o boicote a esse tipinho de empresa!,0,1,50 mil é pouco. Falta ainda o boicote a esse tipinho de empresa!,0.19219314,0.06609845161437988,0.19219314,0.0031471252,0.017163984,0.14150882,comentarios_misoginia,0,final_misoginia
comentario_58314,"Pela cara dele, ele estava gostando. Isso é nojento, concordo com a fala dela, a decadência da raça humana, feminismo reverso.",0,1,"Pela cara dele, ele estava gostando. Isso é nojento, concordo com a fala dela, a decadência da raça humana, feminismo reverso.",0.3493834,0.08374738693237305,0.3389984,0.023076924,0.2808415,0.3493834,comentarios_misoginia,0,final_misoginia
comentario_1290401,"valeu Copini, fiz varias  anotações para aplicar em um futuro próximo obrigado pelas dicas. que seu conteúdo bom chegue em mais pessoas que precisam de conhecimento",0,0,"valeu Copini, fiz varias  anotações para aplicar em um futuro próximo obrigado pelas dicas. que seu conteúdo bom chegue em mais pessoas que precisam de conhecimento",0.008419261,0.0975794792175293,0.008419261,0.0005865097,0.0020256327,0.007322875,comentarios_misoginia,0,final_misoginia
comentario_2169797,Só essa voz já embrulha o estômago,0,1,Só essa voz já embrulha o estômago,0.03875561,0.05113720893859863,0.03875561,0.0014686584,0.0015076627,0.017012933,comentarios_misoginia,0,final_misoginia
comentario_568831,"O cara é bombado, é alto ( 1.96), tem dinheiro, carro bom, paga tudo pra ela e ainda assim, ela não está satisfeita com.ele?Esse mercado sexual tá mais insano do que eu imaginava.",1,1,"O cara é bombado, é alto ( 1.96), tem dinheiro, carro bom, paga tudo pra ela e ainda assim, ela não está satisfeita com.ele?Esse mercado sexual tá mais insano do que eu imaginava.",0.2540519,0.0712890625,0.2540519,0.0126394415,0.022188433,0.0777699,comentarios_misoginia,1,final_misoginia
comentario_2988211,Parecem 02 idiotas olhando o prato pelo celular.,0,1,Parecem 02 idiotas olhando o prato pelo celular.,0.6051471,0.10252881050109863,0.5532103,0.023076924,0.020982565,0.6051471,comentarios_misoginia,0,final_misoginia
comentario_2104858,"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",0,1,"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",0.36365277,0.11407136917114258,0.3389984,0.023076924,0.17925262,0.36365277,comentarios_misoginia,0,final_misoginia
comentario_1623967,Renatão se acaba de rir com feno Grego kkkkkk. 😂😂😂,0,0,Renatão se acaba de rir com feno Grego kkkkkk. 😂😂😂,0.06500591,0.10085105895996094,0.06500591,0.0020885468,0.006770608,0.03489272,comentarios_misoginia,0,final_misoginia
comentario_1353753,"Tou na paz, faz tempo 🙌Don se identifica cmg",0,0,"Tou na paz, faz tempo 🙌Don se identifica cmg",0.010869644,0.1270005702972412,0.010869644,0.00068187714,0.0012209293,0.010856897,comentarios_misoginia,0,final_misoginia
comentario_750615,"É , ÉEEEEEEEEEEEEEEEE ..................................",0,0,"É , ÉEEEEEEEEEEEEEEEE ..................................",0.021667719,0.07507085800170898,0.021667719,0.0012159348,0.0021828737,0.010020891,comentarios_misoginia,0,final_misoginia
comentario_2677177,"O que eu vejo nesses videos é um ""declararam guerra entao é guerra"" porque elas estão forçando demais é como se fosse uma resposta pra nossas reclamações e exigencias daí nas entrelinhas desses videos elas estão falando ""é isso mesmo! Vamos continuar exigindo e agora descaradamente, homem liso fica sozinho, vc tem que pagar sim, nós não abaixaremos a regua, continuaremos e ate aumentaremos a exigencia"" mas claro é um grupo nao a sociedade feminina inteira. Digo isso porque reparem nesses videos se não esta uma coisa forçada?",1,0,"O que eu vejo nesses videos é um ""declararam guerra entao é guerra"" porque elas estão forçando demais é como se fosse uma resposta pra nossas reclamações e exigencias daí nas entrelinhas desses videos elas estão falando ""é isso mesmo! Vamos continuar exigindo e agora descaradamente, homem liso fica sozinho, vc tem que pagar sim, nós não abaixaremos a regua, continuaremos e ate aumentaremos a exigencia"" mas claro é um grupo nao a sociedade feminina inteira. Digo isso porque reparem nesses videos se não esta uma coisa forçada?",0.2359567,0.08300113677978516,0.2359567,0.023076924,0.1232452,0.16883044,comentarios_misoginia,1,final_misoginia
comentario_1342166,Isso só serve para fazer sabão 😂😂😂😂,0,0,Isso só serve para fazer sabão 😂😂😂😂,0.034513097,0.07483816146850586,0.034513097,0.0013256073,0.0019978844,0.015872927,comentarios_misoginia,0,final_misoginia
comentario_2088368,"Parabéns porque até no meio evangélico perdeu se para alguns o temor, também sou cristã evangélica, é agente as vezes não é bem compreendido quando nos recusamos de alguma coisa que venha mexer com a reputação",0,0,"Parabéns porque até no meio evangélico perdeu se para alguns o temor, também sou cristã evangélica, é agente as vezes não é bem compreendido quando nos recusamos de alguma coisa que venha mexer com a reputação",0.061444655,0.09014439582824707,0.061444655,0.0020980835,0.038167715,0.025542418,comentarios_misoginia,0,final_misoginia
comentario_466552,"Se não for ela, vão ser outra. Quem não presta mesmo é o marido, que casou e deixou esposa e filhos pra viajar com amante.",0,1,"Se não for ela, vão ser outra. Quem não presta mesmo é o marido, que casou e deixou esposa e filhos pra viajar com amante.",0.17545098,0.08824419975280762,0.17545098,0.0038909912,0.008583503,0.15556364,comentarios_misoginia,0,final_misoginia
comentario_1412233,"O rapaz do vídeo parece estar incomodado, na verdade isso é muito bom, bom mesmo, já são mulheres que tem uma visão e relação depreciativa com os homens, elas se abstendo de relacionamentos está ajudando esses mesmos homens, seria extremamente positivo se os homens boicotem as redes sociais e serviços de conteúdo adulto dessas digníssimas.",1,1,"O rapaz do vídeo parece estar incomodado, na verdade isso é muito bom, bom mesmo, já são mulheres que tem uma visão e relação depreciativa com os homens, elas se abstendo de relacionamentos está ajudando esses mesmos homens, seria extremamente positivo se os homens boicotem as redes sociais e serviços de conteúdo adulto dessas digníssimas.",0.20219094,0.08755302429199219,0.20219094,0.011749268,0.10221587,0.082866095,comentarios_misoginia,1,final_misoginia
comentario_745165,"rico é a única skill que precisa, o resto é papo de homem pobre amiguinho.",0,1,"rico é a única skill que precisa, o resto é papo de homem pobre amiguinho.",0.32289913,0.08533811569213867,0.32289913,0.00579834,0.10221587,0.32211447,comentarios_misoginia,0,final_misoginia
comentario_1337073,"LAMENTAVELMENTE,  POR MAIS TRISTE QUE SEJA,  ESTÁ CADA VEZ MAIS DIFÍCIL DE ACHAR MULHER DE VALOR......E MAIS FÁCIL ACHAR MULHER QUE TEM PREÇO 😅😅",1,1,"LAMENTAVELMENTE,  POR MAIS TRISTE QUE SEJA,  ESTÁ CADA VEZ MAIS DIFÍCIL DE ACHAR MULHER DE VALOR......E MAIS FÁCIL ACHAR MULHER QUE TEM PREÇO 😅😅",0.27510223,0.09210443496704102,0.27412915,0.015867263,0.27510223,0.16831873,comentarios_misoginia,1,final_misoginia
comentario_1947980,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0,0,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0.05378982,0.11316609382629395,0.05378982,0.0011539459,0.014551271,0.023608726,comentarios_misoginia,0,final_misoginia
comentario_401749,🍷🗿🚩😡AGORA É TARDE O HOMEM DESCOBRIU QUE TEM UM PODER O PODER DE IR EMBORA  E VIVER EM PAZ LONGE DE MULHER 🤔🙄🤔🙄🙄🤔🙄🙄🤔🤔🙄🙄🙄🙄🤔🤔🙄🤔🙄🙄🙄🙄,1,1,🍷🗿🚩😡AGORA É TARDE O HOMEM DESCOBRIU QUE TEM UM PODER O PODER DE IR EMBORA  E VIVER EM PAZ LONGE DE MULHER 🤔🙄🤔🙄🙄🤔🙄🙄🤔🤔🙄🙄🙄🙄🤔🤔🙄🤔🙄🙄🙄🙄,0.25462922,0.05079197883605957,0.25462922,0.020257099,0.10221587,0.14150882,comentarios_misoginia,1,final_misoginia
comentario_977259,Postando isso na internet se fazendo de vitima. Deve ser por isso que pulou fora.Capaz que foi ela que terminou e agora ta enxendo o saco. Quero mais contexto.,0,1,Postando isso na internet se fazendo de vitima. Deve ser por isso que pulou fora.Capaz que foi ela que terminou e agora ta enxendo o saco. Quero mais contexto.,0.25462922,0.05224442481994629,0.25462922,0.012703998,0.0052166977,0.11172232,comentarios_misoginia,0,final_misoginia
comentario_1513140,"Mulher doida e assim mesmo, ficam de joguinhos",1,1,"Mulher doida e assim mesmo, ficam de joguinhos",0.5678696,0.09484243392944336,0.50789946,0.16496792,0.2774022,0.5678696,comentarios_misoginia,1,final_misoginia
comentario_1216661,Ele é Jôvem e no momento  certo  vai encontrar  alguém,0,0,Ele é Jôvem e no momento  certo  vai encontrar  alguém,0.011874928,0.08092951774597168,0.011874928,0.00066280365,0.0016094068,0.010210892,comentarios_misoginia,0,final_misoginia
comentario_2281737,"Isso pode até ser um teatro mas isso pode acontecer sim é fato a juventude de hoje é muitas vezes vazios e infelizmente, que triste",0,0,"Isso pode até ser um teatro mas isso pode acontecer sim é fato a juventude de hoje é muitas vezes vazios e infelizmente, que triste",0.03309893,0.1006014347076416,0.03309893,0.000910759,0.0045507364,0.022448512,comentarios_misoginia,0,final_misoginia
comentario_1071295,"Adoro sua histórias. Me deixam mais feliz em saber que existe gente muito mais infeliz que eu. Você, no caso. Moro no nordeste, na praia. Onde muitos sudestinos vêm escapar.",0,1,"Adoro sua histórias. Me deixam mais feliz em saber que existe gente muito mais infeliz que eu. Você, no caso. Moro no nordeste, na praia. Onde muitos sudestinos vêm escapar.",0.19694418,0.08178210258483887,0.19694418,0.0059509277,0.104676254,0.13064787,comentarios_misoginia,0,final_misoginia
comentario_1255853,"Estou com vc mano, eu também não aturo esse tipinho de gente.",0,1,"Estou com vc mano, eu também não aturo esse tipinho de gente.",0.25462922,0.09477376937866211,0.25462922,0.011749268,0.016762028,0.1711343,comentarios_misoginia,0,final_misoginia
comentario_267658,"Tbm estou cansado. Mas não é só o empreendedor que é roubado e injusticado no Brasil.Falar que quem coloca comida na mesa do das pessoas é o empreendedor, e de rir né? Coloca comida na mesa pq ele tem retorno próprio. Nunca vi empreendedor empregar sem necessidade...",0,0,"Tbm estou cansado. Mas não é só o empreendedor que é roubado e injusticado no Brasil.Falar que quem coloca comida na mesa do das pessoas é o empreendedor, e de rir né? Coloca comida na mesa pq ele tem retorno próprio. Nunca vi empreendedor empregar sem necessidade...",0.09872158,0.09295773506164551,0.09872158,0.002822876,0.022791367,0.06354945,comentarios_misoginia,0,final_misoginia
comentario_1160569,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0,0,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0.05898502,0.10228323936462402,0.05898502,0.0025177002,0.0055496786,0.013820915,comentarios_misoginia,0,final_misoginia
comentario_2185826,"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",1,1,"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",0.18649188,0.09559416770935059,0.18649188,0.0035476685,0.01565665,0.16831873,comentarios_misoginia,1,final_misoginia
comentario_2078700,Essas cintas e suportes lombares funcionam na prevenção de lesões?,0,0,Essas cintas e suportes lombares funcionam na prevenção de lesões?,0.005703115,0.1000509262084961,0.0035499125,0.0002360344,0.0007492066,0.005703115,comentarios_misoginia,0,final_misoginia
comentario_834587,"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0,0,"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0.048842013,0.09386491775512695,0.048842013,0.0013542175,0.020882076,0.024640027,comentarios_misoginia,0,final_misoginia
comentario_765422,"80k em uma campanha😢, fora o que acontece Brasil a fora,  com nosso dinheiro",0,0,"80k em uma campanha😢, fora o que acontece Brasil a fora,  com nosso dinheiro",0.028502874,0.04477810859680176,0.028502874,0.0010871887,0.0043102503,0.018065477,comentarios_misoginia,0,final_misoginia
comentario_393739,"A raiva dela foi que ele fechou a porta pra que ela vira-se a pastora de relacionamento, afinal alguém que traiu falar de relacionamento feliz não iria dar certo.",0,0,"A raiva dela foi que ele fechou a porta pra que ela vira-se a pastora de relacionamento, afinal alguém que traiu falar de relacionamento feliz não iria dar certo.",0.028620722,0.07204246520996094,0.028620722,0.00077724457,0.0025343532,0.01632893,comentarios_misoginia,0,final_misoginia
comentario_181171,"Vasco: Tasco, Basco, Lasco, Rasco... 😂😂😂",0,0,"Vasco: Tasco, Basco, Lasco, Rasco... 😂😂😂",0.069754265,0.09583759307861328,0.069754265,0.002861023,0.02238941,0.032689095,comentarios_misoginia,0,final_misoginia
comentario_2436351,"Eu acho linda a que gem preenchimento e natural, mais ela fica falando de outras e ta precisando arruma a dela, se fizer natural fica bonito sim",0,0,"Eu acho linda a que gem preenchimento e natural, mais ela fica falando de outras e ta precisando arruma a dela, se fizer natural fica bonito sim",0.069754265,0.10086750984191895,0.069754265,0.0029945374,0.006437627,0.03070583,comentarios_misoginia,0,final_misoginia
comentario_752379,"Quer um beijo, em troca de um balde de cerveja, é humilhante de ambas as partes😮",0,1,"Quer um beijo, em troca de um balde de cerveja, é humilhante de ambas as partes😮",0.11202335,0.08540678024291992,0.11202335,0.004425049,0.003311308,0.019419061,comentarios_misoginia,0,final_misoginia
comentario_1578969,"Rapaz morrer vc não vai , não vale a pena sofrer por uma pessoa dessa,viva livre pois recebeu um livramento .",0,0,"Rapaz morrer vc não vai , não vale a pena sofrer por uma pessoa dessa,viva livre pois recebeu um livramento .",0.13561769,0.10093116760253906,0.13561769,0.010375977,0.0076215584,0.056719027,comentarios_misoginia,0,final_misoginia
comentario_2679659,"Guri é muito inocente, a família dele tem que dar um basta nisso, não torço pro Sem Mundial, mas, não torço contra esse garoto",0,0,"Guri é muito inocente, a família dele tem que dar um basta nisso, não torço pro Sem Mundial, mas, não torço contra esse garoto",0.040430736,0.049573659896850586,0.040430736,0.0015068054,0.004180758,0.025413504,comentarios_misoginia,0,final_misoginia
comentario_2994848,"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0,0,"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0.009613037,0.11537623405456543,0.009613037,0.0005841255,0.001572409,0.008006879,comentarios_misoginia,0,final_misoginia
comentario_2715419,"É surreal pensar que a Ana hickman deixou o ex marido, pai do filho dela, sem dinheiro até pra fazer a remissão do câncer.....que isso mano, é muita crueldade, sem contar que enquanto ele estava na quimioterapia ela estava com o senhor Edu guedes....bizarro!!!",0,1,"É surreal pensar que a Ana hickman deixou o ex marido, pai do filho dela, sem dinheiro até pra fazer a remissão do câncer.....que isso mano, é muita crueldade, sem contar que enquanto ele estava na quimioterapia ela estava com o senhor Edu guedes....bizarro!!!",0.2540519,0.04307198524475098,0.2540519,0.006790161,0.009915425,0.16839184,comentarios_misoginia,0,final_misoginia
comentario_1248000,Deus abençoe esse casal nota 100000000,0,0,Deus abençoe esse casal nota 100000000,0.01237757,0.041338205337524414,0.01237757,0.0008535385,0.0024788564,0.008044879,comentarios_misoginia,0,final_misoginia
comentario_2521450,Provedores.. quer homem ou uma internet!!??,0,0,Provedores.. quer homem ou uma internet!!??,0.03781283,0.08962774276733398,0.03781283,0.0012207031,0.004680229,0.020192537,comentarios_misoginia,0,final_misoginia
comentario_3005457,"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0,0,"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0.045131154,0.0933372974395752,0.045131154,0.0010061264,0.0056236745,0.029053112,comentarios_misoginia,0,final_misoginia
comentario_2649922,"Puta mano não sei se tenho dó ou ódio desse sujeito , vira homen porra ...",0,1,"Puta mano não sei se tenho dó ou ódio desse sujeito , vira homen porra ...",0.8364697,0.09235286712646484,0.8364697,0.50234145,0.32476485,0.6991143,comentarios_misoginia,0,final_misoginia
comentario_59250,"Viva o feminismo , uhuuuuuu llViva Frida",0,0,"Viva o feminismo , uhuuuuuu llViva Frida",0.14950264,0.09260368347167969,0.14950264,0.0076675415,0.10221587,0.05144889,comentarios_misoginia,0,final_misoginia
