id_video_anonimizado,text,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
video_1044,É ASSIM QUE A MATRIX SUGA TUA ALMA....  [vídeo proibído] ► CAPITAL DIGITAL | A MAIOR OPORTUNIDADE DO SÉCULO► Alphalife+: https://alphalifeplus.com/?utm_source=youtube► Lover Academy: https://loveracademy.com.br/?utm_source=youtube► Close Friends: https://copinioficial.com/?utm_source=youtube► Instagram: https://www.instagram.com/copini_alphalife/► Contato Suporte para alunos: alphalifesuporte .comEmail comercial: alphalifecopini .com,0,1,É ASSIM QUE A MATRIX SUGA TUA ALMA....  [vídeo proibído] ► CAPITAL DIGITAL | A MAIOR OPORTUNIDADE DO SÉCULO► Alphalife+: https://alphalifeplus.com/?utm_source=youtube► Lover Academy: https://loveracademy.com.br/?utm_source=youtube► Close Friends: https://copinioficial.com/?utm_source=youtube► Instagram: https://www.instagram.com/copini_alphalife/► Contato Suporte para alunos: alphalifesuporte .comEmail comercial: alphalifecopini .com,0.29405528,0.055556297302246094,0.29405528,0.023076924,0.020279141,0.081261896,videos_misoginia,0,final_misoginia
video_10448,'é só tratar bem que a gente se apaixona'' diz Influencer FEMINISTA #mentalidadeblack #mestredablack #redpill #desenvolvimentopessoal #masculinidade 1️⃣ Canal do telegramhttps://t.me/+bQTSMHl9Z1o4NDAx2️⃣ COMBO 20 CURSOShttps://pay.kiwify.com.br/jQ9YQDv?afi...3️⃣ Secretaria da escola(dúvidas referente ao curso)https://wa.me/5522992232841ESSE CANAL trata da perspectiva MASCULINA do mundo moderno e DESENVOLVIMENTO PESSOAL opiniões sarcásticas e humoradaspeço respeito nos comentários,0,0,'é só tratar bem que a gente se apaixona'' diz Influencer FEMINISTA #mentalidadeblack #mestredablack #redpill #desenvolvimentopessoal #masculinidade 1️⃣ Canal do telegramhttps://t.me/+bQTSMHl9Z1o4NDAx2️⃣ COMBO 20 CURSOShttps://pay.kiwify.com.br/jQ9YQDv?afi...3️⃣ Secretaria da escola(dúvidas referente ao curso)https://wa.me/5522992232841ESSE CANAL trata da perspectiva MASCULINA do mundo moderno e DESENVOLVIMENTO PESSOAL opiniões sarcásticas e humoradaspeço respeito nos comentários,0.19504376,0.053869009017944336,0.19504376,0.023076924,0.10221587,0.10587067,videos_misoginia,0,final_misoginia
video_10449,Olhe para os seus irmãos com amor 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,Olhe para os seus irmãos com amor 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.20195828,0.08957672119140625,0.20195828,0.019095084,0.023997234,0.032689095,videos_misoginia,0,final_misoginia
video_10479,"Sobre ser mãe de menino 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Sobre ser mãe de menino 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.016587202,0.06903958320617676,0.016587202,0.0012016296,0.0032003147,0.0114649,videos_misoginia,0,final_misoginia
video_10527,"Não fique triste caso a sua mulher tenha te deixado 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Não fique triste caso a sua mulher tenha te deixado 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.029799197,0.083740234375,0.029799197,0.001707077,0.0073255757,0.014504919,videos_misoginia,0,final_misoginia
video_10570,"Verdades sobre namorar um nerd 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Verdades sobre namorar um nerd 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.1013248,0.09802889823913574,0.1013248,0.0049209595,0.021183543,0.046178754,videos_misoginia,0,final_misoginia
video_10600,Como jogar esse jogo sem iludir? | Thiago Schutz #shorts #reflexão #amor #mulher #verdade #jogo #fyp,0,0,Como jogar esse jogo sem iludir? | Thiago Schutz #shorts #reflexão #amor #mulher #verdade #jogo #fyp,0.010995304,0.08606219291687012,0.010995304,0.00084400177,0.0021181274,0.008576883,videos_misoginia,0,final_misoginia
video_10703,Mulher rodada cuidado homem #homem #homens #homemdevalor #homemmoderno #motivação,1,0,Mulher rodada cuidado homem #homem #homens #homemdevalor #homemmoderno #motivação,0.004897985,0.09113574028015137,0.00044962938,1.847744e-05,0.000100587924,0.004897985,videos_misoginia,1,final_misoginia
video_10711,Agora aprendi homem #homem #homens #homemdevalor #homemmoderno #motivação,0,0,Agora aprendi homem #homem #homens #homemdevalor #homemmoderno #motivação,0.0054513635,0.06825613975524902,0.0016178804,0.00016212463,0.00044859902,0.0054513635,videos_misoginia,0,final_misoginia
video_10729,Quando você está se cuidando poucas pessoas ficam do seu lado,0,0,Quando você está se cuidando poucas pessoas ficam do seu lado,0.04216247,0.08784961700439453,0.04216247,0.0010347366,0.0030708222,0.019676886,videos_misoginia,0,final_misoginia
video_10757,"PERFIS QUE NÃO VALEM A PENA SE RELACIONAR  #seducao #podcast #homemdealtovalor #cortespodcast 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,"PERFIS QUE NÃO VALEM A PENA SE RELACIONAR  #seducao #podcast #homemdealtovalor #cortespodcast 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0.017089844,0.08251595497131348,0.017089844,0.0015735626,0.0039402717,0.008652883,videos_misoginia,0,final_misoginia
video_10804,Essa é a combinação mais mortal que você pode fazer 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,Essa é a combinação mais mortal que você pode fazer 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.20009702,0.08414530754089355,0.20009702,0.017610285,0.020078164,0.027347196,videos_misoginia,0,final_misoginia
video_10809,Um cara escolhe uma mulher pela beleza e nao quer mulher com dinheiro #namoro #seducao #masculinidad,1,1,Um cara escolhe uma mulher pela beleza e nao quer mulher com dinheiro #namoro #seducao #masculinidad,0.075294,0.0889890193939209,0.075294,0.006828308,0.028886627,0.023995465,videos_misoginia,1,final_misoginia
video_1088,"HOMEM MADURO QUER MULHER DE VALOR #SHORTS #shorts #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https://bit.ly/fabriciomentor✅👉 APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS:  ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTE#HOMEMATRAENTE",1,0,"HOMEM MADURO QUER MULHER DE VALOR #SHORTS #shorts #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https://bit.ly/fabriciomentor✅👉 APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS:  ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTE#HOMEMATRAENTE",0.07291982,0.07065033912658691,0.07291982,0.017674843,0.018369852,0.023479814,videos_misoginia,1,final_misoginia
video_10893,A mulher que dá o tom da casa 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,1,0,A mulher que dá o tom da casa 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.1269396,0.08399391174316406,0.1269396,0.011062622,0.012641981,0.021546122,videos_misoginia,1,final_misoginia
video_1097,"Ela já foi casada 4x. 3 filhos, 2 pais. super linda ainda. Qr recomeçar cmg. O q acha ? ",0,0,"Ela já foi casada 4x. 3 filhos, 2 pais. super linda ainda. Qr recomeçar cmg. O q acha ? ",0.027442247,0.08856630325317383,0.027442247,0.0024032593,0.0050687063,0.012490907,videos_misoginia,0,final_misoginia
video_10979,O que eu faço com esse dilema? | Thiago Schutz #shorts #reflexão #relacionamento #amor #mulher #fyp,0,0,O que eu faço com esse dilema? | Thiago Schutz #shorts #reflexão #relacionamento #amor #mulher #fyp,0.0064488696,0.08515334129333496,0.005497652,0.00052690506,0.0013411723,0.0064488696,videos_misoginia,0,final_misoginia
video_10983,Se eu fosse homem eu fugiria desse tipo de homem 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,Se eu fosse homem eu fugiria desse tipo de homem 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.18079062,0.09607815742492676,0.18079062,0.017093835,0.05976611,0.06354945,videos_misoginia,0,final_misoginia
video_11100,"Não seja inimiga do seu parceiro 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Não seja inimiga do seu parceiro 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.015142105,0.08388352394104004,0.015142105,0.0009250641,0.0027008436,0.010134893,videos_misoginia,0,final_misoginia
video_11106,HOMEM PRECISA ASSUMIR A RESPONSABILIDADE DE HOMEM #relacionamento #sedução #namoro #conquistarmulher,0,0,HOMEM PRECISA ASSUMIR A RESPONSABILIDADE DE HOMEM #relacionamento #sedução #namoro #conquistarmulher,0.11171334,0.09655404090881348,0.11171334,0.007019043,0.072601855,0.027605021,videos_misoginia,0,final_misoginia
video_1112,"Descobrir o VERDADEIRO CARÁTER de uma mulher nunca foi tão simples (FAÇA ISSO) 💪 Use o cupom (CONSELHO) na Growth: https://www.gsuplementos.com.br/🇺🇸 Curso de Inglês Definitivo BEWAY: https://edzz.la/P3BAZ?a=60544958𖣠 Faça parte do Alto Conselho, transforme seus hábitos: https://altoconselho.com𖣠 Conheça a imersão Vocação, dê sentido a sua vida: https://bit.ly/3qw7PUk📚 Livros que recomendo: https://amzn.to/3PNAUDX🎥 Equipamentos que uso: https://amzn.to/3PGT36m✂️ Canal secundário:    /    ☕︎ Quer conversar comigo?Traga suas questões, agende uma consultoria: https://bit.ly/3QZ6Cjp◼️ Contato comercial◼️➤ contatoprojetoconselho .com",0,1,"Descobrir o VERDADEIRO CARÁTER de uma mulher nunca foi tão simples (FAÇA ISSO) 💪 Use o cupom (CONSELHO) na Growth: https://www.gsuplementos.com.br/🇺🇸 Curso de Inglês Definitivo BEWAY: https://edzz.la/P3BAZ?a=60544958𖣠 Faça parte do Alto Conselho, transforme seus hábitos: https://altoconselho.com𖣠 Conheça a imersão Vocação, dê sentido a sua vida: https://bit.ly/3qw7PUk📚 Livros que recomendo: https://amzn.to/3PNAUDX🎥 Equipamentos que uso: https://amzn.to/3PGT36m✂️ Canal secundário:    /    ☕︎ Quer conversar comigo?Traga suas questões, agende uma consultoria: https://bit.ly/3QZ6Cjp◼️ Contato comercial◼️➤ contatoprojetoconselho .com",0.022964042,0.0940542221069336,0.022964042,0.004081726,0.010433395,0.012946909,videos_misoginia,0,final_misoginia
video_11313,"Levar ficante para jantar é válido #VSM #relacionamentosEntre para o Super Aulão de VSM: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,0,"Levar ficante para jantar é válido #VSM #relacionamentosEntre para o Super Aulão de VSM: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0.025792383,0.07041668891906738,0.025792383,0.0022029877,0.0047357255,0.012642908,videos_misoginia,0,final_misoginia
video_11376,ESSE É O PLANO DOS GLOBALISTAS,0,0,ESSE É O PLANO DOS GLOBALISTAS,0.05799546,0.09619688987731934,0.05799546,0.0025749207,0.011691323,0.018581128,videos_misoginia,0,final_misoginia
video_11396,E quando você que é casada e ele solteiro? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,E quando você que é casada e ele solteiro? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.1373533,0.0834803581237793,0.1373533,0.011062622,0.017163984,0.022577424,videos_misoginia,0,final_misoginia
video_1142,"Uma mulher que merece ser valorizada! Espero que o soldado esteja valorizando. | Qual a sua opinião? #rafaelaires #antiotario #redpillbrasil🔥 Pare de ser feito de Otário! 🔥📕 Manual AntiOtário✅ Evitar manipulações e jogos emocionais✅ Se posicionar com inteligência nos relacionamentos✅ Torne-se a melhor versão de si mesmo📚 Adquira o seu agora! ⤵➡️| hotm.art/geracaoantiotario🚀 O livro que te ensina a se impor, evitar ciladas e nunca mais ser feito de trouxa.",0,0,"Uma mulher que merece ser valorizada! Espero que o soldado esteja valorizando. | Qual a sua opinião? #rafaelaires #antiotario #redpillbrasil🔥 Pare de ser feito de Otário! 🔥📕 Manual AntiOtário✅ Evitar manipulações e jogos emocionais✅ Se posicionar com inteligência nos relacionamentos✅ Torne-se a melhor versão de si mesmo📚 Adquira o seu agora! ⤵➡️| hotm.art/geracaoantiotario🚀 O livro que te ensina a se impor, evitar ciladas e nunca mais ser feito de trouxa.",0.14256015,0.054204702377319336,0.14256015,0.012833111,0.012641981,0.083359696,videos_misoginia,0,final_misoginia
