original_id,original_prompt,llm_response
comentario_2074455,"Irmão, eu não entendo porque as pessoas acham chocante pessoas do mundo do entretenimento que estão num relacionamento, traírem. Esperam o que?? As pessoas desse meio tem acesso a tudo e todos. Quando se tem poder, se usa. Pode ser músico, digital influencer, youtuber, artista, atleta, já é de se esperar. Segundo ponto: no mundo não existe justiça e nem lógica, e pra você que acredita em Deus, Deus também não tem sentido nenhum. Ele faz um cara de 1,90, branco, olho azul, cabelo dourado liso, forte e ao mesmo tempo um cara deficiente feio e fala que os dois são iguais. Acostume-se que o mundo tem sua base como a lei da selva. Se todos os nossos suprimentos e recursos acabarem, nos tornaremos assassinos, estupradores, ladrões em questao de dias. E não se importem com a moral, ela nunca existiu. É apenas o próprio ser humano",1
comentario_2988211,Parecem 02 idiotas olhando o prato pelo celular.,1
comentario_2104858,"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",1
comentario_420575,"A roupa já define e anuncia que são marmitas, toda vez que aparece mulher com essa falta de pano.",1
comentario_950371,"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",1
comentario_2990439,Ficar como segunda opção  na vida de alguém  é  terrível! Quem te deixa nessa situação  não  merece nem ser descartado!Olhar pra trás  é  coisas de pessoas fracas!Deus é  a minha melhor opção!❤❤❤❤,1
comentario_1493220,"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",0
comentario_2614648,"sim mano, pq mtas mulheres tbm foram violentadas ai procuram o prazer em mulher que tbm é bastante, ai vira uma bola de neve pq a dopamina sobe la em cima",1
comentario_1947980,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0
comentario_1630022,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",1
comentario_1330622,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0
comentario_1905828,"Quenha assumida , cobrou na lata😅😅",1
comentario_64093,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,1
comentario_1600299,"""Nera"" esse jogador que namorava uma trans? Tá solteiro ou pulou a cerca?",1
comentario_124366,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0
comentario_2304333,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",1
comentario_1160569,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0
comentario_2550273,Isso é vdd eu te admiro tbm eles amam ouvir eu te respeito acho q é a melhor coisa que um homem em sua masculinidade nata ama ouvir.,1
comentario_2185826,"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",1
comentario_1227448,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0
comentario_710799,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",1
comentario_2314212,pois ela se sente presa é so ele da a carta de alforia pra ela ..que cada um procurar alguem que estar a seu nivel,1
comentario_911603,O veneno escorreu no canto da boca!!! KkkJá vi vários amigos se ferrando desse jeito!!!,1
comentario_834587,"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0
comentario_2558219,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,1
comentario_2974321,"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0
comentario_2282703,Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,1
comentario_2994848,"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0
comentario_662960,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0
comentario_1243833,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",1
comentario_2244751,E quando o cara já comeu todas😅,0
comentario_1174318,E ainda tem gente que acredita em Janja e Lula no poder... ah ah ah ah ah ah ah ah ah ah ... chupa .,1
comentario_1099942,E as evangélicas da sua congregação?,0
comentario_1706755,Fechei o vídeo quando ela falou geração do fim do capitalismo KKKKKKKKKDEUS É MAIS,1
comentario_3005457,"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0
comentario_2243266,"Se caísse uA bomba atômica lá, não faria falta.",1
comentario_2974988,Esses são os miquenhias 😂😂😂 os que tem amor próprio são chamados de narcisistas por essas mulheres que gostam de se aparecer.,1
comentario_175955,"Valores, parabéns aos pais e Deus abencoe esse guri.",0
comentario_540555,esse cara um picareta prega mas nao faz o que prega,0
comentario_2554751,"  o kaká? Tu não fala nada né? Um cara bom, evangélico, lindo, família,  bom pai, bom marido e...mesmo assim tomou pé na bunda! Não é desse tipo que as mulheres clamam pra ter? Ou é o bandido tatuado?",1
comentario_105691,A única parte ruim do vídeo é que ele acaba.,0
comentario_2053913,Relacionamento é feito de muitas micro coisas e poucas macro coisas.,0
comentario_1409951,"Sai do emprego! Fica em casa, cuidando do marido e dos filhos se os tiver. Faça um curso de corte e costura e ganha dinheiro sem sair de casa. Pague a Previdência como costureira autonoma. Seja feliz com sua familia, seu marido!",1
comentario_2816441,Mas aí sua irmã é uma vacilona,1
comentario_920111,"  ele precisa fazer continuamente uma terapia intensiva, e ele precisa usar a racionalidade. Se ele continuar desse jeito vão se aproveitar dele, já sabem o ponto fraco dele e manipulam isso.",1
comentario_2661397,Tive uma patroa em Portugal que falava que quando começaram a falar de marido e emptegada ela saia de perto para não ter que dizer nada ja que eu era otima baba e o marido dela era ótimo. Fui muito feliz la.,0
comentario_2403913,Tua maquiagem é perfeita. Teus Lábios são lindos teus dentinhos maravilhosos d perfeitos. Sou teu fã 👄,0
comentario_251496,"Antigamente era assim e as pessoas desse tempo tem educação excelente sabem como entrar e sair de um ambiente e não tinha essa de não pode chamar a atenção dos filhos,o que estraga a educação dos jovens de hoje além da liberdade extrema, é essa lei absurda que você não pôde nem dar um tapa se o filho te ofender ou desobedecer.Mas se eles aprontarem o culpado é você e quem vai sofrer São os  pais e filhos,a lei não ajuda a educar só prejudica infelizmente...😢😢😢😢",1
comentario_2577118,"Tem sim,so avisem a ela que o nome disso ainda é prostituição.",1
comentario_74542,"E agora só falta falarem que esse “gás” (ar que respiramos) que o domo segura, vem exclusivamente das plantas. As mesmas coisas que falavam na nossa escola, vamos proteger a Amazônia (não que não deva ser protegida, é claro que sim).",0
comentario_527200,"aí depois ela vai dizer que o cara assediou ela, tipo assim uma armadilha entendeu",1
comentario_2859871,"Elas são mto engraçadas. Pq ela disse, os red pill fala pra fazer piada de tudo, elas fazem e eles não gostam principalmente com a zoeira pra eles",1
comentario_1326628,"*Salve Padrinho, salve confrades.**Negar isso seria como negar que o céu é azul. Contra fatos não há argumentos.*",0
comentario_2607244,"As mulheres do passado trabalhavam? Elas nem recebiam herança dos pais, a única esperança é encontrar um bom marido.",1
comentario_203334,Ele não  chorou e sinal que  nunca mais  volta pra ela,1
comentario_2726635,Atrás da caçamba tudo pode acontecer...😅,0
comentario_662439,O cara lençol um  gem jutsu na mulher atra vês dos olhos,1
comentario_1711157,"Mano, é mulher e não cunhãs. Segundo, esses hobbies não estão meio ultrapassados não? Tipo, eu curto HQs também e tals mas Supernatural? Aquela série é muito podre.",0
comentario_2353494,Que horror! 😱😱😱 Essa moça não teve mãe ou pai?,1
comentario_3030458,"Amorim, tem a senha sou fã, pra caralho",1
comentario_2236437,Que nojo..quanto mais eu vejo ais nojo eu pego ..depois vem pra rua chamar de assediador ou de homem pobre...não tem homem empresário pra todas,1
comentario_1735519,"Ei, copini, to aqui! Não tô consigo acessar a página do close friends, ta indisponível, já fechou a quantidade de vagas?",0
comentario_1948513,@  devemos pensar diferente e impor a religião cristã pq somos maioria desde q mundo existe… quem não se adapta q mude,1
comentario_1028395,Eu também perdi o meu faz um mês só para nós ajudar e dar forças para superar ❤ tanto coisa,0
comentario_2541569,"Uai, eu falo os dois se sinto os dois",0
comentario_430943,Lição de vida: Não ter amigos da canhota. Ficar e permanecer o mais longe.,0
comentario_472800,"Já trabalhei de garçom nos anos 80/90 era raro as mulheres beberem, tbm era raro uma mulher ir ao bar beber sozinha , hoje elas bebem mais dq os homens,pior é o vechame q elas dão quando estão bebadas é pior dq os homens",1
comentario_2277299,"O cara que se submete a isso já tá morto moralmente. 1 chutando pica de tabela do outro, cada um pegando um tikin de doença do outro, tá maluco!😮😂😂😂",1
comentario_2766509,Hoje não vale mais a pena casar.,0
comentario_2539347,"Isso só pode ser meme, não é possível que exista uma situação dessas!",0
comentario_1407514,"Quando esse lance de ficar começou, quem mais se beneficiou foi as mulhres.",1
comentario_2069276,"Meu esposo e eu estamos juntos há 24 anos.. dormimos cedo , não consumimos álcool e vivemos felizes e realizados! Quem quer ficar na vidinha de balada que fique...",0
comentario_2353757,"Unico jeito de ter vantagem nesse jogo é não jogando, qualquer outra história fora disso é historia pra 🐂 dormir",0
comentario_328971,Não acredito em NEM UMA palavra. A vida na rede é pura falsidade.,0
comentario_2852527,"@  sim , quando a pessoa sabe que não é pai.",1
comentario_2774747,"por isso é melhor nem namorar, se quiser mulher é só pagar prostituta  ",1
comentario_2015123,Deixa ele ficar na ilusão da black pill man,0
comentario_1591820,"  em idade para relacionamento não velhota, tia!🤷🏼",0
comentario_2185378,Esse maluco não tem moral para fala ele mesmo usufruiu da imagem sexual da filha,1
comentario_312399,Mentalidade com raiz comunista,1
comentario_562687,"Lerdo,burro,o cara entendeu na primeira indireta😂😂😂",1
comentario_1611505,Amizades e amigas também não tenha ninguém para ter ou ser por mais que é difícil,0
comentario_736670,"Amigo, mais da metade da população vive de salário mínimo enquanto o Elon Musk tá viajando de jatinho pra lua cara, cade a igualdade? Cade a dignidade das pessoas trabalhadoras em comparação a esses caras que não fazem nada além de mandar os trabalhadores trabalharem?",0
comentario_2603812,E qual homem rico iria querer andar de mãos dadas com um tracajá bandeira desse aí?,1
comentario_2251305,"ELA DIZ: os que tem objetivos!, tem qualidades e são UM SHOW ao tratarem essas LINDEZAS ❤🇧🇷",1
comentario_1309132,"😮misericórdia! Ela! está  ""errada"" Mas não! Concordo  com filmar e o Pior Expor  em rede social . 😢 Provavelmente esse casamento Vai acabar. 😊",1
comentario_1281284,Só ter Virtudes raras não gera emoção...,0
comentario_522760,Isso merece uma SALVA DE PALMA! DE PE!❤,0
comentario_444940,"  1° Ninguém quer ir visitar uma mulher q conversa do tipo dessa do vídeo ...duvido q  ela tem colegas q se oferecem p ir na casa dela ...talvez é ao contrário e sim é ela q quer ir na casa dos outros ...O q aontece é o seguinte ...Na adolescência.... acabamos d sair da infância ...somos mais inocentes...temos mais tempo ...temos mais necessidade de falar ... de conversar ...confiamos mais ...C o passar do tempo ...vamos vendo q as pessoas são egoístas, algumas  hipócritas ... e isso até entre irmãos ou primos ....as vezes até temos pai , mãe q não são confiáveis ..isso desde o princípio da vida ...Inclusive o certo seria primeiro sermos amigos dos irmãos , primos , tios e depois vim as pessoas da rua ...depois vim os colegas ...mais não é assim não ..e isso é desde o princípio do mundo ... Não teve a história de Abel e Caim ...O q ela falou sobre gastar ... $$ churrasco, banquete p se aparecer .....isso aí depende do q os colegas combinam ...Outra coisa a vida financeira cada um cuida da sua ...cada um cuida das suas finanças ....cada um tem q ter sabedoria e buscar se qualificar profissionalmente... seja virar um bom catador d reciclagem ou fazer um curso superior ou técnico ou um excelente pintor , padeiro , salgadeiro , cabeleireiro, costureiro ...o certo é economizar e viver d acordo com o q ganha ..a vida financeira é cada um por si mesmo ...Quem é comprometido as vezes já não tem muito tempo nem p cônjuge, nem p filhos ...tem q tirar tempo p ligar , visitar mãe , avó ...Casa , lar é sagrado ...ocupações, responsabilidades durante a semana...provavelmente feriado, sábado são p descansar ..Quem tem alguém q confia p desabafar , p comemorar...tem pessoas q uma motivação a outro c as palavras...conheço pessoas q são cristãos... e q tem temor d Deus e amor , respeito e q se preocupam uns c os outros ...quem tem colegas q da p confiar.... são pessoas d sorte ...Dependendo da idade ...a pessoa está *sedentária* .. _desmotivada_ ... *sem* sonhos e por isso fica igual essa mulher do vídeo ...essa mulher do vídeo está gorda ...não malha , não treina ...alimenta mal ...está inflamada de trigo , pão , bolo , macarrão, doces ...farinhas brancas q viram açúcar no organismo ...Esperar o q ???",1
comentario_1133365,Teremos asilos cheios de velhinhas divorciadas num futuro próximo....,1
comentario_1810680,Único lugar que eu vi a mulher perder foi onde eu trabalhava que os caras pegavam as mulheres e a patroa mandava as mulheres embora 😂 por que ela tinha sido traída umas 200x pelo marido aí ela pegou ranço de mulher infiel .... ela é uma mulher Maravilhosa de respeito a patroa de bom coração ❤ não estou pagando pau pra mulheres mais ela ajudou muita gente e não defendia mulheres na empresa ela mandava embora 😂 !,1
comentario_1855181,"Mano, por experiência própria, salve seus filhos dessa serpente senão ela vai destruir a vida deles. Seu relato é quase igual ao que aconteceu comigo, hoje meus filhos (um menino e uma menina ) já adultos seguirão caminhos que não condizem com seus generos e isso é o que mais me destrói dia após dia. Filhos criados sem a convivência diária do pai, com essa avalanche de ideologias, a tendencia é dar merda",1
comentario_696674,"chama o Rui costa pimenta do pcp, melhor analise geopolitica do mundo",0
comentario_1674620,FILHOS PARA ALIMENTAR A INDÚSTRIA DA PENSÃO ALIMENTÍCIA  E SUSTENTAR O GOVERNO COM IMPOSTOS.,1
comentario_18382,"Mas também muitos homens estão procurando mulheres perfeitas, velhos procurando novinhas,  acho que a culpa é de todos",1
comentario_2425357,Isso aí se chama prostituta. A pessoa não faz nada e exige que o homem ganha bem pra sustentala. Deve ser bem pesado carregar essa mala sem alça,1
comentario_370618,"desse jeito, esse pai está certo.",0
comentario_2684335,"Nenhum é melhor q o outro, fraco nesse video ai é so questão de percepção",0
comentario_2616921,"Ufaa pensei que era os dois juntos , por um momento duvidei de sua virtude",0
comentario_1198239,Realmente.. Ainda tentou.. Chegou pra dizendo que não dá mais... É tchau e benção 😂😂,0
comentario_1861385,"Pois é, não da pra contar com elas pra nada.",1
comentario_2198248,Qualquer idade? Conheço um que mora no orfanato que topa. Tá doido atrás de um compromisso sério com uma mãe. 😅😅😅😅😅,1
comentario_19394,"Nem precisa chegar na idade, ela é feia, por isso caras feios chegam nela. Ela sabe disso, é só ela se olhar no espelho.",1
comentario_1132353,"Vamos lá,  algumas considerações.  Algumas coisas confesso que achei prudente olhar... tenho um filho e não tenho contato, levanta muitos alertas... o problema aí é  desistir no primeiro encontro... talvez não seja o motivo.antes de entender, mas tem muitos dessas falas podem sim ser problemáticas pra qualquer pessoa. O tom debochado delas é  que muda totalmente o foco das questões.... hj em dia e sim necessário olhar muito bem onde se tá amarrando o bode... pq o futuro pode ser um longo arrependimento....",0
comentario_985771,Tanta idiotice!!! Homem virou virgens?! 😂,1
comentario_2988718,"Quem sabe ela nao consiga uma.mukher que traga muito mais que essa cesta que ele esta levando, uma que ira edificar a sua cs.",1
comentario_2855739,"sou evangélico/cristão, e, infelizmente, muita coisa é  verdade, fariseus",0
comentario_696747,"MUITO BOM!FALTOU UMA ORIENTAÇÃO QUE PASSO PARA MINHAS FILHAS, NÃO TIRAR O OLHO DO COPO QUE BEBE, PREFERÊNCIA BEBER NA GARRAFA E SEMPRE UTILIZAR A TAMPA.",0
comentario_1360608,"Sou da capital de São Paulo, e penso em sair dessa cidade.",0
comentario_21918,Satanás anda ao derredor... o fim dos tempos,0
comentario_2729587,Oxe tiveram tiveram mais de 12 e agora querem um... abraçaaa fias,1
comentario_469290,Resumindo nós homens temos muito quê aprender e deixar de ser trouxa...,1
comentario_2337390,"Tem que dar valor no que crecem maravilhoso  o sr da Havan 😂😂😂 vao bolaonariatas .O pt não  ganhou as eleições  ai so por isso nao esta sendo ajudados por eles ,porque o exercito  era pra ter ajudado ,a recuperar  so que nao deixaram",1
comentario_773788,Mais as mulheres são os Zé hj em dia 😂😂😂😂,1
comentario_1579029,ELA PEGA O CACETE DO MARIO 1 VEZ !........NO CELULAR 1000 VEZES !.........VAZA TEM OUTRA ALI QUE QUER ALGO REALMENTE,1
comentario_1213387,"Mas se é um homem que fala essas coisas, é massacrado... muitas vezes até pelos próprios homens.",1
comentario_1869710,"Eu, eu sou o Senhor, e além de mim não há Salvador. ✨Isaías 43:11",0
comentario_2510753,"Só pela ""carinha"" dela já dá pra saber que de fato é uma armadilha. Abre o olho garoto",1
comentario_627852,  os sinais são diferentes. Por isso existe o termo ESPECTRO autista. Mas a grande maioria não consegue segurar sua emoção. Por isso partem pra agressão.,1
comentario_2203609,Se o soldado não encapou a arma vai levar um golpe,1
comentario_658864,"Gustavo Machado, o terror dos ancaps, monarquistas, fascistas e afins. Campeão invicto de debates na Internet. Parabéns ao Gustavo e ao RedCast. 👏👏👏👏",0
comentario_3032836,Hoje em dia inventaram um monte de nomes diferentes para prostituta.,1
comentario_349678,"Para as mulheres, homens são apenas ferramentas utilitárias. Elas não os ""amam"" pelo que são, mas pela utilidade.",1
comentario_533467,"Essa sim merece ser escutada,essa parada ai",0
comentario_2135770,É muito excesso de infantilidade.,0
comentario_237219,Para EX... Só há um tratamento simples e muito eficaz: chá de sumiço e contato ZERO...Prove e veras !!!,1
comentario_85946,Viu as 3 horas de vídeo mesmo?,0
comentario_2039973,"​Sabem disfarçar bem, uma grande parcela rejeita e não é endeusado pela mídia. Já no Brasil se tornou normal e é aplaudido de pé pela maioria dos bonobos com 80 de QI.   ",1
comentario_1985970,"Isso é  caráter, já  vi casos  parecidos, mas,tem uma coisa nisso  tudo  que a maioria  não  presta a atenção, são  os SINAIS, traição financeira, conjugal ou outra qualquer  começa  aos poucos, levam o relacionamento  a diante   sem buscar  pelo amparo  de DEUS, então  ,sozinhos  nos fragilizamos, e o inimigo  se aproveita  pra fazer sua destruição...",0
comentario_1003958,"Mas mostra vc trabalhando querida isso é obrigação , agora nos mostre vc trabalhando, trabalha onde? Como vc ajuda o marido a colocar grana em casa? Faça outro vídeo mostrando seu emprego.",1
comentario_1804574,E os caras que só não põe o pau em buraco de árvore pq não sabe o que tem lá dentro... Mas por em tudo põe né kkkk,1
comentario_1184473,E impressão minha ou na hora que ele puxou a minha ela tava mordendo os lábios 😅,0
comentario_2499547,Infelizmente essa é a nova geração a geração das drogas da prostituição do mau caratismo da homossexualidade pessoas que nos deixam enojados verdadeiro repúdio,1
comentario_1865854,"Falou tudo... Depois elas vem falar que sao empoderadas, que conquistaram tudo com seu próprio esforço 😂😂😂",1
comentario_159074,Parabéns  aos dois o patrão que foi solidario e o empregado que cuidou dz fazenda como se fosse dele.Aí vem a vitória.Deus te dá a oportunidade e vc.faz a sua parte para ter a vitória.,0
comentario_2952444,"Quando o parceiro diz foda-se pra o outro, já disse tudo.Agora fica quem quiser já que no final o lascado não será eu e sim quem continuo kk😂",1
comentario_220007,Há muitos casais em que homem e mulher têm a mesma idade e seus casamentos já duram há mais de 30 anos.,0
comentario_1409876,"@  sou mulher e acredito que cada um, independente de ser homem ou mulher, deve assumir responsabilidade por suas atitudes. Se ela tem descontrole emocional ela precisa se tratar, não é culpa de ninguém a não ser ela mesma. O racismo faz parte da personalidade dela e de muitos que não são expostos. Ela diz que o relacionamento era abusivo, mas o que ela mostra é, chorando, tentar sensibilizar quem assiste se vitimizando. É evidente que ela está inventando história para se sair de vítima. Mulheres e homens podem ser tóxicos na mesma proporção. Ela é racista e narcisista.",1
comentario_1794740,"@  quem disse que Kaka foi forte? Pelo contrário, dentro do relacionamento ele era submisso.",1
comentario_1818008,elas quebram regras pro chad... foda kk,1
comentario_616179,Por curiosidade? Porque você nunca namorou?,0
comentario_979423,"MUITO  CUIDADO,  VCS TRABALHAM NA MESMA EMPRESA E ELE PODE TE USAR A HORA QUE QUISER. VC É MUITO CARENTE E SUA AUTOESTIMA ESTÁ  MUITO BAIXA. SE CUIDE, POR FAVOR!!",1
comentario_966475,É um acordo que elas tem com o cidade alerta senão eles ficam sem trabalho,1
comentario_2466080,@  Eu achava que você fosse  pouco mais inteligente. Escrita é uma forma de expressão verbal. Agora entendo porque concorda com ela é falta de qi.,1
comentario_642800,"@ japones reclama muito dos mais jovens tb? Imagino que sim, são bem tradicionais. Ta morando em qual cidade? Eu fui de férias lá em 2019 e amei, mas imagino que pra morar a experiência seja outra.",0
comentario_2117441,Ele foi burro demais. Dava pra fazer um relato fod4. Mas nem  todo mundo tem tanto discernimento.,0
comentario_1348995,Se fosse o contrário ela ia brigar enxe o saco e fala que homem não presta,1
comentario_2896468,Fiquei sabendo que trezoitão gostaria de conversar com vc de pronto digo que veria .,0
comentario_1822779,"Se o caminhão estiver em alta velocidade, não vai adiantar nada, isso é física!",0
comentario_983294,"PEGUEI MUITA MULHER VAGABUNDA NA MINHA VIDA.COMI,USEI E REVIREI DO AVESSO,DEPOIS MANDEI ANDAR.MULHER VAGABUNDA SÓ SERVE PRA USAR E DEPOIS LARGAR.PRONTO,FALEI!",1
comentario_2473741,"  E pra quê você acha que uma mulher vai querer um homem egoísta e narcisista assim como você. que não tem nada pra se doar, que não existe entrega, cuidado seu com ela e nem reciprocidade. Não é atoa que ninguém te quer e você está sozinho.",1
comentario_2488117,Verdade passei por isso 😢É terrível infelizmente.,0
comentario_1147792,Ela não daria 10 passos pra ir na casa dele kkkk,1
comentario_359780,"Abaixa o shortinho dele, pega uma cinta e desce-lhe uma cintada... Sem ódio no coração, mas com a certeza de estar educando, ainda em tempo, porque essa reação é de quem não foi educado no tempo correto. Em hipótese alguma poderá prevalecer a raiva, mas sim o amor e a certeza de estar fazendo o melhor para que este não sofra com a correção tardia que talvez já não será mais possível e trará sofrimento para muitos.",1
comentario_480177,"Ele pulou uma fogueira de costa, ele se livrou de um grande problema",0
comentario_1717855,"Engraçado ""perdoa pra ficar bem com sigo msm"" quem fica bem é quem é perdoado ou quem perdoa??? Eu estou revendo esse conceito",0
comentario_536396,Debate ou podcast c outros convidados não funciona para o Felipe. Ele tem muito conteúdo mas tem q ser convidado sozinho.,0
comentario_628190,"Se nem ela se importa com ela, por que o rapaz tem que se importar, vagaba!",1
comentario_2825113,"O estado é ladrão, ineficiente, inútil e desnecessário. O estado não produz nada e so atrapalha a vida das pessoas.",0
comentario_1477541,E nem assim funcionou! Tô passada!,0
comentario_1756032,"1:10:00 concordo plenamente e ja percebo isso mesmo, meu pai não era presente, mas eu vou ser",0
