id_video_anonimizado,text,final_misoginia,final_toxicidade,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,pred_label,threshold_aplicado
video_10267,"Quem Se Importa mais com a Aparência? Homens ou Mulheres ? ... Clube De Membos Conteúdo Sem Censura Multiplataforma - https://abre.ai/maOVSua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0,0.0008038568776100874,0.00011358075425960124,0.0006572050042450428,0.00035684951581060886,0.0006297982181422412,0.00010801988537423313,0.000274135876679793,0,0.1
video_10314,As vezes o que as pessoas precisam não é aquilo que a gente tenta oferecer 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,0.0015252510784193873,0.00318063423037529,0.02155815064907074,0.001680535264313221,0.016013264656066895,0.0015255160396918654,0.0022540015634149313,0,0.1
video_10379,"POR QUE É IMPORTANTE TER ESSAS DUAS PESSOAS COM VOCÊ | THIAGO SCHUTZ | PINK E PILL A FTW é minha nova parceira!Para você que quer se tornar um homem cada vez mais saudável e precisa reabastecer seu estoque de suplementos, garanta seu desconto em todo site da FTW, usando o meu cupom abaixo:🏷️ THIAGOSCHUTZhttps://www.ftw.com.br?parceiro=9915 ---------------------📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz:   https://www.youtube.com/ .schutz---------------------LINK DO EPISÓDIO COMPLETO: https://www.youtube.com/watch?v=v23Pi0oMbus",0,0,0.030112039297819138,0.0004305431211832911,0.005535269621759653,0.0004510068101808429,0.010390294715762138,0.001521996920928359,0.002537843771278858,0,0.1
video_10389,"Maior prova de amor • Rodrigo Faro | Marçal Talks Transforme sua mente e inspire-se diariamente! Inscreva-se no The Red Pill para reflexões profundas, motivação e sabedoria que vão mudar sua vida.➥ Método Youtuber Milionário 💸 https://go.hotmart.com/R94269713VMais um produto em parceria com Peter Jordan (Ei Nerd!), onde você irá aprender ainda mais formas de ganhar dinheiro com seu canal do Youtube.➥ Redes Sociais ✂:📲  Instagram: https://www.instagram.com/the_redpill1📲  TikTok: https://www.tiktok.com/ 📲  Youtube: https://www.youtube.com/ ➥ Compartilhe este vídeo:https://youtube.com/shorts/HcSVmrk_MMA➥ Se inscreva no canalhttps://www.youtube.com/ ?sub_confirmation=1📌 Créditos:🎙 RODRIGO FARO DIZ COMO LIDAR COM HATERS NO MARÇAL TALKS➜ https://youtu.be/OXGCIQn89AYThe Red PillCortes podcastPodcast motivacionaisPodcast sobre relacionamentoMaior prova de amor • Rodrigo Faro | Marçal Talks",0,0,0.000482460978673771,0.001523618120700121,0.013270439580082893,0.0017731249099597335,0.012928290292620659,0.0007043267833068967,0.00036425964208319783,0,0.1
video_10425,Eu prefiro estar solteiro do que estar num relacionamento ruim 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,0.0007095169275999069,0.008213859982788563,0.040388379245996475,0.006549268960952759,0.035398613661527634,0.0028929775580763817,0.0017377497861161828,0,0.1
video_10521,Vai ter homem rico pra todo mundo? | Thiago Schutz #shorts #relacionamento #reflexão #amor #rico,0,0,0.0014332626014947891,0.0006924598128534853,0.003718622960150242,0.0006986863445490599,0.0030530234798789024,0.0007933733286336064,0.0009540742030367255,0,0.1
video_10618,Você perdeu a admiração pelo seu marido? 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,0.005363868083804846,0.006355637218803167,0.03913602605462074,0.0033965040929615498,0.03031853213906288,0.0028690281324088573,0.0056144618429243565,0,0.1
video_10749,Trairia a namorada por 50k? | Qual a sua opinião? #rafaelaires  #antiotario  #redpillbrasil,0,0,0.007416902109980583,0.00014663359615951777,0.0016308390768244863,0.0007514767348766327,0.002462738659232855,0.0009389404440298676,0.001335745444521308,0,0.1
video_10874,Coisas dos pais antigos que precisam ser resgatadas,0,0,0.00334729440510273,5.247482840786688e-05,0.0003533235576469451,0.0002493095234967768,0.000663823215290904,0.0006240091752260923,9.248919377569109e-05,0,0.1
video_10993,"ISSO A MULHER DESCONFIA  #seducao  #homemdealtovalor #podcast #relacionamento 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,0.0008429507142864168,8.14821760286577e-05,0.00037434819387272,0.00029189890483394265,0.0004830446850974113,0.00010338585707359016,0.00022880951291881502,0,0.1
video_11067,ele  derrubou a casa da ex homem  #homem #homens #motivacao #homemmoderno #homemdevalor,0,0,0.007927007041871548,0.00027126038912683725,0.0008623940520919859,0.0023619988933205605,0.004429591353982687,0.0005184457986615598,0.00041035888716578484,0,0.1
video_11173,Mulher de verdade JAMAIS age assim...,1,0,0.035756759345531464,0.00014085434668231755,0.0010157175129279494,0.011015181429684162,0.006303961388766766,0.0004436447052285075,0.0010092426091432571,0,0.1
video_11177,Será mesmo que nenhum homem presta? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor,0,0,0.0023951944895088673,0.000176364672370255,0.0008641580934636295,0.0007283231243491173,0.0010640175314620137,0.00022739476116839796,0.0008015338680706918,0,0.1
video_11233,Vale a pena casar? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor #fyp #casamento,0,0,0.0006907237693667412,0.00031410748488269746,0.0023515834473073483,0.0005246028886176646,0.0012287070276215672,0.0002800288493745029,0.0009981004986912012,0,0.1
video_11245,"A PESSOA QUER QUEM IGNORA ELA PORQUE... | KATHY BARTZ Corte do Episódio: KATHY BARTZ (Maior Especialista em Capital Er#tico do Brasil) - PAPO MILGRAU #65Canal: PAPO MILGRAUEpisódio completo:https://www.youtube.com/watch?v=YeOxybGLG0M&t=1s👑 Deixe o seu like e se possível comente!- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa. "" ⚜️ Aprenda os segredos da conquista, desenvolva sua confiança e se torne o homem que as mulheres desejam. ✅️ Com dicas práticas e estratégias comprovadas, e um passo a passo para se tornar o verdadeiro protagonista de sua jornada amorosa. 🔥 Liberte o seu potencial e conquiste o coração das mulheres com o Método Alpha. Chegou a hora de se destacar!"" Link: https://bit.ly/47tJ0bQ Instagram:   Tik Tok:  #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,0.0028162796515971422,0.00017829355783760548,0.0007054442539811134,0.0008025989518500865,0.0010985767003148794,0.00024781981483101845,0.00043942552292719483,0,0.1
video_11259,HOMENS NÃO QUEREM CASAR #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0,1,0.022268394008278847,0.0005095257074572146,0.0036293247248977423,0.0042282091453671455,0.008843542076647282,0.0006959327729418874,0.0021348849404603243,0,0.1
video_1132,"Personal da namorada do Endrick #shorts Seja membro deste canal e ganhe benefícios:https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join#hackeandoamatrix #morenotatuado #homemdealtovalor-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE!                       💊SE INSCREVA!             👉Compartilhe esse vídeo com alguém que vc gosta:",0,0,0.0023052303586155176,0.0003008657949976623,0.0009479419095441699,0.0008850396843627095,0.0011770541314035654,0.0004133308830205351,0.0006533944979310036,0,0.1
video_11348,"E É POR ISSO QUE VOCÊ DEVE OLHAR ESSES PONTOS | THIAGO SCHUTZ | PINK E PILL INSCREVA-SE NO CANAL DE CORTES (MELHORES MOMENTOS):   https://www.youtube.com/ ASSISTA AO EPISÓDIO COMPLETO:https://www.youtube.com/watch?v=taYInP4GRL8&t=1sASSISTA AO PRIMEIRO EPISÓDIO COMPLETO COM A MARI VABO:https://www.youtube.com/watch?v=iFHHzccFDKM&t=6691s&pp=ygUVUElOSyBFIFBJTEwgTUFSSSBWQUJPASSISTA AO SEGUNDO EPISÓDIO COMPLETO COM A MARI VABO:https://www.youtube.com/watch?v=p8OBpNlMUWo&t=6091sVEJA O NOSSO EPISÓDIO COM MAIS VIEWS:  https://www.youtube.com/watch?v=FfckNLMFxYY  VEJA O NOSSO CORTE COM MAIS VIEWS:    https://www.youtube.com/watch?v=j3STTZsJKnY---------------------INSTAGRAM MARI VABO: https://www.instagram.com/marirvabo/INSTAGRAM PINK & PILL:  https://www.instagram.com/pinkepillpodcast/---------------------APRESENTADO POR: THIAGO SCHUTZ (https://www.instagram.com/thiagoschutzoficial/)📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz:   https://www.youtube.com/ .schutz---------------------⚕️ Quer acabar com a ejaculação precoce ou disfunção erétil? A Dra. Lucimar já atendeu mais de 5.000 homens em seu consultório e agora tem um curso completo. Conheça:► http://www.lucyapp.com.br/pink---------------------EPISÓDIO GRAVADO NO ESTÚDIO KORTACENA (https://www.instagram.com/estudiokortacena/)---------------------#relacionamento #desenvolvimento #mulher #homem #respeito #casal #namoro #valor #amor #marivabo #thiagoschutz",0,0,0.04286983236670494,0.0006947323563508689,0.011107023805379868,0.0011020409874618053,0.00727483443915844,0.000692141184117645,0.007450364530086517,0,0.1
video_11350,MULHER QUE TRAI FAZ ISSO #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,1,1,0.010965202935039997,0.0003861129516735673,0.0018695475300773978,0.002408677013590932,0.00392853282392025,0.00044476237962953746,0.0011828019050881267,0,0.1
video_11351,"O que você faria se a sua namorada tomasse essas atitudes? 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,0.00642327731475234,0.0003196332836523652,0.0066994731314480305,0.0006688205758109689,0.004805630072951317,0.00036481430288404226,0.0007271704962477088,0,0.1
video_11397,Aprendi da pior forma a tirar um tempo pra me cuidar 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,0.0013815704733133316,0.007275592070072889,0.0385037399828434,0.006067115813493729,0.03720087930560112,0.002834647661074996,0.0016275056404992938,0,0.1
video_11406,"COMO FAZER ELE VOLTAR A SE INTERESSAR POR VOCÊ ✅COMO FAZER ELE VOLTAR A SE INTERESSAR POR VOCÊNeste vídeo eu vou te explicar como fazer ele voltar a se interessar por você novamente. Se por algum motivo ele perdeu o interesse, se afastou ou esfriou com você. Esta é a sua oportunidade para que ele volte a te procurar e a ter novamente o interesse.🔴GUIA DA MULHER AUTOCONFIANTE🔴https://karinefloriana.com.br/🔴COMO RECONQUISTAR O EX🔴https://pay.kiwify.com.br/B5bvtUE🔴E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFSINSCREVA-SE NO NOSSO CANAL PARA RECEBER MAIS CONSELHOS RELACIONADOS A RELACIONAMENTOS AMOROSO.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤COMO FAZER ELE VOLTAR A SE INTERESSAR POR VOCÊhttps://youtu.be/ZElvZJzs9FM🚨Videos que também podem te ajudar🚨➤COMO DESCOBRIR SE ELE TE QUER DE VERDADEhttps://youtu.be/KgiHeongySk➤COMO PARAR DE PENSAR NELE! 4 DICAS PARA MUDAR O PENSAMENTO E ESQUECER ELE.https://youtu.be/67d0yYyVIp8➤QUAIS SÃO AS CINCO PRINCIPAIS CARACTERÍSTICAS DE UM RELACIONAMENTO TÓXICOhttps://youtu.be/s4mve-Svf58➤3 ATITUDES QUE TODO HOMEM PROCURA EM UMA MULHER. SEJA DIFERENTE E IRRESISTÍVEL.https://youtu.be/4ldhbs-sq2E➤4 ATITUDES QUE AFASTAM OS HOMENShttps://youtu.be/sXr7rPLVb5Y➤4 COISAS QUE OS HOMENS ACHAM BONITO EM UMA MULHERhttps://youtu.be/2oARE1DH5Bw➤4 DICAS INFALÍVEIS DE COMO FAZER ELE SENTIR SUA FALTAhttps://youtu.be/p0Tp5mIxfsg➤SERÁ QUE ELE ME QUER? O HOMEM QUE TE QUER VAI FAZER ISTO.https://youtu.be/DzyypBZ0e6A➤3 COISAS QUE OS HOMENS AMAM NAS MULHERES. FAÇA ELE TE QUERERhttps://youtu.be/rMdqdIt8B6o➤GATILHOS VISUAIS QUE DEIXAM O HOMEM LOUCO, A ISCA PERFEITA.https://youtu.be/TUuBavtdsM0===========================================================🔴 #interesse #comoconquistarumhomem #relacionamento #amor 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",0,0,0.004085374064743519,0.0005060029798187315,0.003470497438684106,0.0003011289518326521,0.0008996757096610963,0.0004638914542738348,0.003275922266766429,0,0.1
video_11477,"Como fazer uma mulher te amar #VSM #relacionamentosEntre para o Super Aulão de VSM: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,1,0.0031724022701382637,0.00010561531962594017,0.0006954411510378122,0.0006416472024284303,0.0013347129570320249,0.00018593638378661126,0.00031451950781047344,0,0.1
video_11545,Pense duas vezes antes de reclamar da sua vida. #Redpill #sigma #evolução #homem #homemdevalor #masculinidade #valores #motivação #react #respeito #humildade #principios #evoluir #shorts,0,0,0.0020999019034206867,0.00010932443547062576,0.0004949890426360071,0.00030588271329179406,0.0014208669308573008,0.00019734790839720517,0.0001824791543185711,0,0.1
video_11558,Você prometeu que nossos filhos nunca ficariam acima de mim 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,0.0025847135111689568,0.008266275748610497,0.041564445942640305,0.005994096864014864,0.0352632999420166,0.0030965497717261314,0.002193496795371175,0,0.1
video_11700,"COMO FAZER COM QUE ELE SINTA SUA FALTA (SEM SER PEGAJOSA) COMO FAZER COM QUE ELE SINTA SUA FALTA (SEM SER PEGAJOSA)Aqui está uma descrição otimizada para SEO para o seu vídeo no YouTube:  ---🔥 **Como Fazer Ele Sentir Sua Falta (Sem Ser Pegajosa!)** 🔥  Você sente que ele está se afastando? Já se perguntou como fazer um homem sentir sua falta sem parecer desesperada? 🤔 A verdade é que a saudade não se cria correndo atrás – mas sim despertando o desejo certo. E neste vídeo, eu te revelo **estratégias poderosas** para deixar ele obcecado por você!  📌 **O que você vai aprender hoje:**  ✅ O erro que faz os homens perderem o interesse 😱  ✅ Como equilibrar presença e ausência estrategicamente 🕵️‍♀️  ✅ O segredo das mulheres inesquecíveis 💃✨  ✅ A técnica da ""associação emocional positiva"" – ele vai querer sempre mais!  🚀 **Não perca essa chance de virar o jogo nos relacionamentos!** Se inscreva no canal **Red Pill Feminina**, ative as notificações 🔔 e deixe seu like 👍 para mais conteúdos transformadores!  💬 **Já tentou fazer um homem sentir sua falta? Funcionou ou não? Comente aqui e compartilhe sua experiência!**  🔗 Assista também: [Sugira outro vídeo relacionado]  #Relacionamentos #PsicologiaMasculina #Sedução #RedPillFeminina #Feminilidade #ComportamentoMasculino👨‍🎓Curso recomendadoO Poder do Chá de Sumiçohttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/",0,0,0.0029050437733531,0.00048760141362436116,0.0031469857785850763,0.0005287645617499948,0.0019723677542060614,0.00039958415436558425,0.0017072350019589067,0,0.1
video_11743,"Qual é a Verdadeira Filosofia-Religião Do Beta ? Seja membro deste canal e ganhe benefícios:https://www.youtube.com/channel/UC2mYg5TZ092oVhh66-9AYUA/joinQual Sua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0,0.00021974041010253131,3.8128840969875455e-05,0.00023742738994769752,9.045808837981895e-05,0.00024082719755824655,4.484828605200164e-05,2.995735667354893e-05,0,0.1
video_11856,"O que é um Homem de valor? | Qual a sua opinião? 🔥 Se inscreva, comente, curta e compartilhe! 🔥📚| Pare de ser feito de Otário! ⤵➡️| hotm.art/geracaoantiotario🚀 O livro que te ensina a se impor, evitar ciladas e nunca mais ser feito de trouxa.✅ Evitar manipulações e jogos emocionais✅ Se posicionar com inteligência nos relacionamentos✅ Torne-se a melhor versão de si mesmo",0,0,0.007673960644751787,0.0004936934565193951,0.005180710460990667,0.0004885728703811765,0.007734579034149647,0.0007986777927726507,0.0008510423358529806,0,0.1
video_1192,Rima da empoderada. #rafaelaires #antiotario #redpill 🗿 - Antiotario🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,0.000401642028009519,0.0013386191567406058,0.007661149371415377,0.0009333338239230216,0.005470000673085451,0.0010187431471422315,0.0006767780869267881,0,0.1
video_11937,"Se ELA NÃO QUISER… Pode ABANDONAR o MARIDO? Resposta SURPREENDENTE! 💍 ""Afinal, a mulher tem obrigação de namorar o marido? Neste vídeo, exploramos os limites do compromisso, amor e liberdade em um relacionamento. Será que o casamento impõe deveres afetivos? Ou cada um tem o direito de escolher quando ficar ou sair?👇 Deixe sua opinião:""É obrigação ou escolha?""""Até onde vai o compromisso no casamento?""",0,0,0.0014139007544144988,0.00010624573769746348,0.000385448569431901,0.0004746010818053037,0.00037818841519765556,0.00017227693751920015,0.0007517668418586254,0,0.1
video_12001,"Marido gosta de camisa passada na hora, gosto de acordar tarde. Sou obrigada? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual",0,0,0.0015439080307260156,0.008931824006140232,0.040744516998529434,0.00684878695756197,0.03364642336964607,0.0032287701033055782,0.001954955980181694,0,0.1
video_12005,Seu futuro é mais importante homem #homem #homens #homemdevalor #homemmoderno #motivação,0,0,0.006550686899572611,0.0004069808346685022,0.0010601867688819766,0.0030227985698729753,0.003391668666154146,0.0008271729457192123,0.0005628804792650044,0,0.1
video_12036,"NOVINHO DÁ BOLO NA MÃE DE PETS E ELA VEM CHORAR NA INTERNET UM RELATO EMOCIONANTE!KKKKKKKKKKKKKKKKKK Olá! seja bem vindo a mais um video do canal, hoje vamos falarNOVINHO DÁ BOLO NA MÃE DE PETS E ELA VEM CHORAR NA INTERNET UM RELATO EMOCIONANTE!KKKKKKKKKKKKKKKKKK, . não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;",0,0,0.9411295056343079,0.01400266494601965,0.06741541624069214,0.010452215559780598,0.051384925842285156,0.004256872460246086,0.11173601448535919,1,0.1
