original_id,original_prompt,llm_response
comentario_1722057,"Seja homem ou mulher, começou a fazer joguinho, não vale a pena uma pessoa assim na nossa vida.",0
comentario_2883098,FALSA ACUSAÇÃO DEVERIA TER PENA DE UNS 30 ANOS E SEM REDUCAO DE PENA !!! E F0D4 S3 QUEM DISCORDAR!!,1
comentario_59250,"Viva o feminismo , uhuuuuuu llViva Frida",0
comentario_53980,Que nem aquelas 700 mil crianças que foram consoladas pelos p ?,1
comentario_2513218,"A desculpa que esse tipo de podcast serve pra divulgar a RED já não cola mais, estão no mesmo caminho do F. NETO, se tornando aquilo que tanto criticava. Não tem redpill alguma nisso, só redflag, e pessoas com estilo de vida influencer que não reflete o mundo real",1
comentario_2454502,"Mesma coisa acontece quando o barco começa a afundar, os ratos sao os primeiros a  fugir.",1
comentario_570447,"   Ronaldo, acho que você está confundindo dois conceitos bem diferentes. Quando falamos que Deus não teve um início, não estamos dizendo que Ele ""surgiu do nada"", mas que Ele sempre existiu, fora do tempo e do espaço. Isso é diferente do universo, que claramente teve um começo e está sujeito às leis do tempo e da causalidade. Se tudo no universo precisa de uma causa, então a própria existência do universo exige algo que não seja limitado por essas mesmas leis – e esse algo é Deus.Já no seu argumento sobre a natureza, ele ignora um ponto essencial: o mundo não é mais como foi originalmente criado. De acordo com a Bíblia, a morte, o sofrimento e a luta pela sobrevivência entre os animais não eram parte do plano original, mas uma consequência do pecado da humanidade. O homem escolheu se afastar de Deus, e isso trouxe corrupção para toda a criação. A própria natureza reflete esse estado caído – por isso vemos predadores, doenças e mortes. A culpa não é de Deus, mas do que a humanidade escolheu.E sobre Jesus, Ele não “criou essa bagunça” – pelo contrário, veio para consertá-la. O cristianismo não é um conto de fadas onde tudo já está perfeito, mas a história de um Deus que entrou na nossa realidade para restaurá-la. Você pode até discordar, mas dizer que Ele ""foi inventado"" sem considerar os registros históricos é ignorar evidências.No fim, você diz que devemos ""ter compaixão por nós mesmos"", mas de onde vem essa ideia? Se somos apenas carne e instinto, como os outros animais, por que deveríamos nos importar com compaixão e moralidade? É justamente a visão cristã que dá sentido a isso, ao mostrar que fomos criados à imagem de Deus e temos valor além do que a natureza sugere.",0
comentario_1817333,"Mulheres, deixem de ser ridículas. Mais classe , mais respeito por vocês, mais amor próprio. 😮",1
comentario_99564,Homens são agressivos sim! Eles matam mulheres então a moça está certa.,1
comentario_2289,Que vídeo lindo que vc postou ❤Ate que enfim nao ta falando mal da mulherada 😂😂😂,0
comentario_1380135,"Na verdade essas véia largadas tão mais pra empoeiradas, o cara que se junta com elas tem q aguentar as crises existenciais",1
comentario_259446,"Cara, de verdade. Adoro a bianquinha, mas o TANTO que ela defendeu casas de apostas aqui chegou a me despertar raiva, o Arthur deixou claro por ""A"" mais ""B"" que, isso está gerando um enorme problema para o brasileiro, e via de regra o Brasil médio, é POBRE. A linha argumentação dela toda foi com base em duas coisas:1° Liberdade.  Arthur conseguiu aprofundar o tópico  suficientemente para  entender o quanto a famigerada ""liberdade irrestrita"", não existe em sociedade, uma vez que se ela (bianquinha), percebe a complexidade da subjetivação do que é a liberdade em sociedade, ela parte para a segunda linha de defesa;2°Impossibilidade. Basicamente quando a própria só se baseou no seguinte "" A, mas tentaram tirar a Blake 40 vezes e não conseguiram, a Internet é complicada Arthur"", quanto a esse argumento nem preciso dizer muito, se o Brasil hoje é um dos maiores em homicídios e começa a criar medidas públicas para resolver esse problema social, mesmo que chegue quase a zero, sempre haverá algum homicídio, então, pela mesma lógica, se não há como impedir um problema em absoluto, para que tentar né. Resumindo, realmente me revolta divulgadores defendendo essas merdas que para o BRASILEIRO, é absolutamente danoso.Obs: Nem mencionei o momento em que ela tentou defender casa de aposta com o raciocínio de que álcool também é danoso e é legalizado, o próprio Arthur disse ""Dois erros não fazem um acerto""PS: te adoro bianquinha.",1
comentario_2026152,"@  sim, sempre houve as exceções, inclusive algumas mulheres admiráveis fizeram historia com isso no passado, Marrie Currie por exemplo, entre outras q tiveram destaque no meio academico com pesquisas, não to questionando a capacidade das mulheres mas sim que: se levarmos o modelo conservador a risca temos vantagens e desvantagenspara criação de filhos o modelo de o casal trabalhar fora sempre causou mais restriçção na tarefa de criar filhos e isso a longo prazo causa reduçção populacional, escassez de mao de obra, entre outras coisas, mas desfavorece a procriação o modelo moderno, acredito q é esse ponto que ""preocupa"" os conservadores, pra mim tanto faz kkkkk, ja abracei a modernidade.",0
comentario_2411028,As mulheres de verdade se casam com homens que não andam com esse tipo de pessoa,0
comentario_587139,Nenhum nem outro.Neymar n agrega em nada.E ela a mesma coisa.🤷🏻‍♂️,1
comentario_2563596,"A mulher casou com um marombadão , achando que ia meter todo dia..😂😂",1
comentario_1735964,Respondeu perfeitamente esse homem é um louco sete filhos cada um com um pai diferente meu irmão corre como o diabo foge de YAUH e YAUSHA MASHIACH,1
comentario_2920853,"E igual a história fitcia , do grande bandido Clebinho. A mulher chegou no Clebinho é falou me dar o que você quer ele Deu rola nela, aí ela vou me dar o que quero ele deu cartão de crédito, aí ela falou me dá o que mereço ele deu um tiro",1
comentario_59476,"Vamos hypar os vídeos do padrinho pessoal. Quanto maior a pontuação, mais chance do vídeo estar entre os mais relevantes, assim vai atrair mais homens para o canal.",1
comentario_689278,Traíra não é vencedor é um bobalhão derrotado.,1
comentario_1130660,"Isso a época era de praxe.Sempre ouvimos el  falarem, que o marido era feio, era isso aquilo, que não o amava etc... que estava com ele por causa do dinheiro.El  sempre foram utilitáristas e explodoras maquiavélicas, por natureza.",1
comentario_1474213,"Quem diria: super heróis na telinha revelam-se VILÕES na vida real, kkk.Mas nada impressiona, senhores...Temos por aqui um juiz que, na verdade, é o Lex Luthor da vida real também!",1
comentario_1504377,"Quanto à ex não tô aqui p julgar ou condenar ninguém, pois sei q muitas depois de casadas ficaram sossegadas e responsáveis! Mas toma cuidado msm, esse negócio de muita festa, balada e barzinho, essa inquietação toda é ridícula...👍😙Paz 💚",0
comentario_1926935,"  um desenho que é continuação de Enrolados (Enrolados outra vez), e nele, é mostrado que o José Bezerra era tbm um príncipe perdido.",0
comentario_1670144,"Uma lógica totalmente incoerente. A meu ver, o certo seria ela não usar, exatamente por ver que os homens olham, então é vulgar/chama a atenção. Ela, sendo casada e, teoricamente, uma mulher de respeito, deveria fazer o oposto. Ficou claro que aproveitou para se expor, ceder à vontade ""secreta"" e, de lambuja, colocar a culpa no marido.",1
comentario_836080,"Não adianta,  os caras não aprendem. E o pior que a síndrome de super herói está em alta. Elas estão fazendo a cabeça dos bonobos geral. Ninguém,  ninguém liga pra você,  entendam isso!!!",1
comentario_1926837,"Desde que o mundo é mundo. Se não fosse assim. As brasileiras não o fariam. Roupas lindas, coladas, mulheres sensuais, cheirosas, plásticas e ponto. Como é vista as mulheres parisienses, fedidas, não tomam banho. Sempre foi isso. Anita a pouco tempo. Homens que aqui postaram. Falam mal aqui no poste. Mãos na rua fica admirando. Qual o mi mi mi de vcs...",1
comentario_1786573,"  os dois, e se fosse pra ser só um, provavelmente seria o homem, já que estatisticamente mais de 90% dos crimes violentos mundiais são cometidos por homens",1
comentario_2575313,"só precisamos de Deus,  buceta é distração, retrocesso espiritual e financeiro",1
comentario_1368269,O cara agora tem que expor a vida dele pros outros e ter validação? Sério mesmo? Tá de sacanagem,1
comentario_2864745,"*Segundo o Hindiano (Duarte, a vida é um Xadrez), ele fez varias críticas (sensatas) justíssimas a Filosofia Red Pill 💊!!!*Mas a culpa da existência de um cara como o Alessandro Loiola, é dos paspalhos do Jr Master e do Miguel, que são incapazes de refutar este tipo de pessoas!!!Difícil não é! Eu consigo!!",1
comentario_1379796,Agora pensem na altura da régua da digníssima..... Estratosférica.....,1
comentario_300188,"Dessa turma de 100 adolescentes, 50 vão cair , 30 vão mudar de fase , passar em concurso público, fazer uma faculdade  e ter uma casinha e um carrinho 10 vai ganhar bem $$, 5 serão destaques, 3 vão ser ricos, e 2 serão galáticos, estratosféricos, talvez serão até bilionários! essa é a escola da vida!",0
comentario_1625491,"Pode acontecer isso ai sim, com muitas mais possibilidades se o convidado não fazer tudo o que ela quer ou não fazer feliz a dama porque o tamanho não é G -GG .",1
comentario_653887,"@  oxe, antes o miorim que era o brabo...saiu com a orelha quente...qm é o proximo...o henrido perde debate pra social democrata desenvolvimentista kkkkkk",0
comentario_2265999,❤  eu  não  tenho. Um grande  amor 💘  mais  tenho  uma grande  paixão  ....gue é. Você...❤...beijo  no cangoti.....,1
comentario_115753,Veremos o que cada um vai receber de Deus diante do seu trono. Pois as pessoas acham que derrubar quem Deus levanta fica desse jeito aqui só. A zombaria tem um preço e muito grande.,1
comentario_2422639,"Fazia tempo que não comentava aqui, mas esse vídeo foi muito bom, como a muito tempo não via aqui!",0
comentario_2145977,Academia de linguiça de boa kkkkkkkkkk.,0
comentario_1623195,Seu comentário foi sensacional... Parabéns.,0
comentario_2886110,"E ainda vem com o papinho de que se ""descontrolou""",1
comentario_1430149,@  tem sempre uma pra defender a outra geralmente da mesma laia lobo anda com lobo cadeia anda com cadela,1
comentario_710195,Nem vcs mulheres entendem vcs !,1
comentario_174903,Porque são tapadas e se acham melhores do que todo mundo!!!,1
comentario_94505,"Motoristas de aplicativo do Brasil, vão por mim: só aceitem corridas pagas diretamente no cartão de crédito do usuário. No cartão é só alegria! O pagamento é instantâneo, sem troco e sem dor de cabeça. Se o usuário não tiver crédito, o aplicativo recusa na hora. Viver sem estresse é muito melhor 😉👍",0
comentario_2027754,"@  primeramente franco, vc não conhece e n estou preocupada com sua vida, só a gratidão pelo meu sucesso já é uma vitória",1
comentario_2289059,Cada dia que passa vejo que relacionamento e pura merda! Mulher ta cada dia mais sebosas,1
comentario_771070,No fundo vc sabe o quão superficial e infantil vc é.,1
comentario_822364,Ser pobre virou a licença para ser tudo que não presta,1
comentario_862783,"Eu não gosto de nada disso. Eu sou tão chata que eu não tenho paciência nem pra brinco, relógio, pulseiras,  em fim, só tenho minha aliança no meu dedo, há essa sim, tenho prazer em usar.",0
comentario_1021855,"😢  assumi uma mulher na época com 29 anos grávida de 2 meses de outro cara Ficamos 7 anos. Agora tomei bica e fui chamado de brega porque estou só estudando pra concurso. Não bebo ,não fumo.Já ela preferiu me lagar e voltar a fazer e fumar e provavelmente  ficar com outros..FUI TROUXA ASSUMIDO",0
comentario_450144,"a espctro ficou cortando a outra mulher todo hora,isso sim e falta de respeito.",1
comentario_691261,"Quando é parceria tudo bem, ambos trabalham e cresce. Mas quando é um ou outro que é como ela disse, fica difícil, afinal o que tem de pessoas( homens e mulheres) sugadores, narcisistas etc....",0
comentario_35704,"Cara, eu acho um saco esse papo de questionar o Arthur sobre Ucrânia. Ele praticou corrupção? Caçaram o cara por achar mulher bonita ou zoar com amigos situaçoes descontraidas? O cara é uma pessoa normal, uma pessoa comum, não é um robô.",1
comentario_1522241,Eu pensei a mesma coisa kkkkkkkkkkkk,0
comentario_1707009,E emoção de ir pro tudo ou nada e voltar pra casa pensando se pegou ou não uma doença.,0
comentario_1721083,"esse trio foi absurdo e não vai ter igual, eram como Pelé, Garrincha e Didi.",0
comentario_2599738,"Ela sabe que a lei está ao lado dela então faz o que quer. O único problema é que se o cara mandar ela pro mundo do além, o noticiário dará a notícia; Mais um caso de feminicídio que o homem não aceitou o final da relação.",1
comentario_1239180,Vi um comentário dizendo que foi o dono do restaurante aue fez um perfio falso pra fazer ela pagar 😂  (isso é resenha),0
comentario_854705,"Cara eu sou mulher, mas eu não gosto de flores não, Eu gosto de plantas medicinais. Eu gostava de comer um cachorro quente, na esquina.",0
comentario_231366,"Isso é q dá tomar conta da vida alheia. Eu nem sei como as pessoas estão vestidas porque foco no meu treino e no meu Personal. Tá com tempo né, moça?",1
comentario_1869116,Isso tbm serve pra homem não tem mais homem só moleque covarde narcisista status vai querer um mal caracter desse pra dizer que tem um lixo do seu lado vai ter que rolar a bunda no asfalto quente,1
comentario_1741673,@  caras que não conseguem se comprometer em um relacionamento e depois ficam culpando a sociedade. Assim como as mulheres também fazem. Não é difícil pensar um pouco.,0
comentario_220597,Resumindo : Promiscua = Prostituta,1
comentario_849299,"Evangélicos você quis dizer né ??Crente é todo aquele que crê sendo assim,não precisa ser frequentador de igrejas pra se crer em algo.",1
comentario_932369,Estava interessado em outras!!!😂,0
comentario_233659,Não seria melhor ir para o onlyfans ?,1
comentario_17710,Sai fora dessa mulher rapaz!! Isso é  preguiça pura.,1
comentario_464802,Isso sim é esposa ! Uma mulher de cabeça,0
comentario_30925,"  não. Os outros convidados anteriores. Ele repete mais chavões e propaganda do que outra coisa. Acabei de ver farinazzo com general português, a live acabou de terminar. Compare a qualidade dos comentários. Ou Mansur peixoto, até aquele judeu argentino manja mais que ele",1
comentario_759249,Muito bom! Homem tem que parar de bajular algumas mulheres interesseiras!!,1
comentario_1703566,Rapaziada quando você sair do sua casa para resolver alguma coisa não olhe pra ninguém não dê atenção a ninguém resolvam seu problema e voltem para sua casa,0
comentario_878348,Sempre tive ótimas experiências todas as vezes q precisei do SUS. Acho q depende de onde a pessoa mora. Tenho plano de saúde e já marquei consulta em novembro pra ser atendida em fevereiro. Acho q tudo depende...,0
comentario_2245543,"Catar latinha e papelão pra ganhar dinheiro que é bom ninguém quer,mais dinheiro  fácil para sustentar os filhos dos outros nas costas do trabalhador CLT e empresários aí fica fácil cobrar.",1
comentario_2265724,"Fique a vontade, eu sai da plantação e não retorno nunca mais, nem sobe ameaça do estado ou seja o que for.",1
comentario_243551,Quem vai sentir vergonha sao os filhos...,1
comentario_1217487,"Hoje, infelizmente, ta cheio de oportunista por ai. Uma mulher de alto valor, com o perfil compativel a esse cara e raridade tambem. Tem mais e que ficar esperto mesmo.",1
comentario_1897457,O manginismo é uma doença gravíssima,1
comentario_1548866,"Foi o que pensei. Se prestar atenção em mulher de balada, ele sempre vai achar que vai ficar sozinho. Sempre tem mulher pra todo tipo de homem, pra mulher é que não tem. Você se parece comigo, exceto pelo pique de cuidar da casa.",1
comentario_1849725,"Com Certeza temos PAZ. (O mais importante);Fui casado(fui lesado por 8 anos), a 05 estou solteiro. Simplesmente, quintupliquei meus bens.Simples assim.Apenas essa Vantagens já seria o suficiente!!!AVANTE...",1
comentario_1930286,"O Chade não foi uma colônia francesa.... hoje, as colônias são os colonizadores. Bastava pedir ajuda a um, mas ficou com medo de passar o telefone? O que era ômega passou a ser alfa.",0
comentario_983178,"Quer dizer que mulher com filho(s) e solteiras/divorciadas/separadas devem ser descartadas, excluídas de se casarem ou de terem um bom relacionamento somente pelo simples fato de serem mães?! E se vc estivesse incluída nesse rol?!Isso não quer dizer que essas mulheres (ou todas elas) vão querer que um outro assuma o seu(s) filho(s), até porque elas podem ter uma ótima condição financeira e/ou o ex delas pode muito bem ser um bom e responsável pai. E outra coisa: Qual seria o problema se o atual quisesse assumir?! Isso, muitas vezes, parte do próprio homem, que conhece o caráter dessa mulher, muitas vezes sofrida e injustiçada, sua história de vida, e resolve fazer as vezes de pai. Afinal, na prática, a pessoa não ""casa"" somente com o outro e, sim, com a família, ainda mais parentes tão próximos.",0
comentario_359056,Muçulmano não acredita que Jesus foi crucificado e que é filho de Deus. Não estão no caminho certo de jeito nenhum,1
comentario_269847,Que dama de mulher empoderada e que ela crá faz errado ninguém vergonha as outras agora se você quer ensinar o que é certo e fazer e honrar as mulheres faz correto faz certo ensina o que é certo seja uma mulher de valor de verdade parabéns ao homem aí falou sério falou correto e foi homem pra assumir Tanto o que desvalorizada a ele como o que valoriza foi correto isso é ser homem isso é valorizar a sua classe,1
comentario_467086,Pelo menos ta investindo em ti Em estudo pagando INSS Tem várias aí que não pensam nisso.Seu futuro está garantido bom fazer uma poupança também,0
comentario_1319213,Esses homens não te chamam atenção,0
comentario_1357321,E tem mulher que acha que tá abalando quando anda assim ... sendo que na vdd tá ridícula,1
comentario_2686647,"Top, de pessoas com conhecimento, as críticas são bem vindas, vão me fazer aprimorar, agora de Zé Ruela é fda.",0
comentario_1367683,"@  verdade essa sua visão é incorreta. Esquerda e progressismo são a mesma coisa. O progressismo acredita que a humanidade deve sempre “progredir” para uma relativização da moral judaico-cristã, para a subversão da ordem e para a quebra de paradigmas tradicionais estabelecidos. É por isso que o esquerdismo é também chamado de revolucionário.",1
comentario_2452512,Sinais. Sinais. Os pais já captaram isso.  O jovem Miquéia Crefisa está apaixonado e ignorando os alertas de perigo.,1
comentario_309924,Comhecam tantas coisa m saia comprida que o cara levou para o motel e depois casou com a que vestida roupa curta,1
comentario_1460561,Gosta de beijar vai trabalhar em novela ninguém abraça assim pra dançar como ela estava com ele,1
comentario_2913035,@  Você reivindica o direito de se nivelar a homens devassos? Você sabe do mal que esses seres fazem para as mulheres e para si próprios?,1
comentario_1922186,Ter mulher e assinar falência e atestado de óbito,1
comentario_1611100,Nessa parte elas fingem não existe kkkkk,1
comentario_322186,Não há como superar o remédio indicado pelo Don para evitar isso: não casar nem se relacionar seriamente nem ter filho. Somente assim o homem se livra dessa armadilha.,1
comentario_1733638,Se a mulher não  te ver como um prêmio ela não  se importará  com vc.,1
