id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column,threshold_aplicado,pred_label
comentario_704368,"Sempre fui assim, porém fui chamada de chato e com o apoio da ordinária da mãe, preferiram me mandar embora de casa, porém não desisti da minha filha e por amor a ela contínuo cuidando dela mesmo nao morando mais juntos.",0,1,"Sempre fui assim, porém fui chamada de chato e com o apoio da ordinária da mãe, preferiram me mandar embora de casa, porém não desisti da minha filha e por amor a ela contínuo cuidando dela mesmo nao morando mais juntos.",0.015833238,0.0495097637176513,0.015833238,0.0006580353,0.0023678627,0.013554913,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1241138,"Nunca vi tanto fracassado em uma sessão de comentários, só não é mais fracassado de quem fez o video",0,1,"Nunca vi tanto fracassado em uma sessão de comentários, só não é mais fracassado de quem fez o video",0.47357693,0.0820062160491943,0.4269174,0.018449519,0.025203101,0.47357693,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1089178,"Eu faria a mesma coisa, mais que corta o coração 😢😢. Tão linda!!!😊😊.",0,0,"Eu faria a mesma coisa, mais que corta o coração 😢😢. Tão linda!!!😊😊.",0.015204934,0.0936110019683837,0.015204934,0.0010681152,0.0011191851,0.0068003717,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1551226,Tá mas é daí q ela é cristã? Princípios morais existem dentro e fora das crenças.,0,0,Tá mas é daí q ela é cristã? Princípios morais existem dentro e fora das crenças.,0.05230548,0.0737795829772949,0.05230548,0.002040863,0.04332388,0.018452216,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1299736,"O duro é ouvir essas doentes feminazis dizerem aquelas frases que homens não prestam, que são todos iguais e aquele monte de frases repetidas...Homens de verdade são assim...eu trabalho 14 horas por, trato minha esposa como um Rainha, pois ela se porta como uma..Homens assumem uma mulher a são capazes de amá la mesmo ela sendo desempregada, sem dinheiro.",1,1,"O duro é ouvir essas doentes feminazis dizerem aquelas frases que homens não prestam, que são todos iguais e aquele monte de frases repetidas...Homens de verdade são assim...eu trabalho 14 horas por, trato minha esposa como um Rainha, pois ela se porta como uma..Homens assumem uma mulher a são capazes de amá la mesmo ela sendo desempregada, sem dinheiro.",0.5678696,0.0786800384521484,0.52272606,0.27908814,0.5039629,0.5678696,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_1137856,"DO FUSCA, DO CHIFRE, DA MORTE  NINGUÉM  ESCAPA; ATÉ  PORQUE  O CORNO(A) NA MAIORIA  DAS  VEZES NEM FICA SABENDO.",0,0,"DO FUSCA, DO CHIFRE, DA MORTE  NINGUÉM  ESCAPA; ATÉ  PORQUE  O CORNO(A) NA MAIORIA  DAS  VEZES NEM FICA SABENDO.",0.2412222,0.0518276691436767,0.2412222,0.01644827,0.014953227,0.15414265,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_683099,Não tô afim de ser canalha nem cafajeste nem galinha nem malandro nem cara mau nem psicopata por causa de mulher. Se for assim continuo sozinho mesmo. E também não quero mulher assim.,0,0,Não tô afim de ser canalha nem cafajeste nem galinha nem malandro nem cara mau nem psicopata por causa de mulher. Se for assim continuo sozinho mesmo. E também não quero mulher assim.,0.4534306,0.0716123580932617,0.4274071,0.16960317,0.44690517,0.4534306,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1642042,Só quem trabalhou ou trabalha em um ambiente que só tem mulher sabe como funciona.Parece que vira uma chave na cabeça das fêmeas!,1,1,Só quem trabalhou ou trabalha em um ambiente que só tem mulher sabe como funciona.Parece que vira uma chave na cabeça das fêmeas!,0.1693855,0.1049396991729736,0.1693855,0.0118255615,0.14875233,0.0838533,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_2229499,"@  Pergunte pro seus políticos. Acho que é até impressionante que eles permitam as pessoas se esterilizarem aos 21 sem ter filhos, considerando nossa crise demográfica. Se você tem entre 18 e 21 talvez você possa criar uma história e mentir que já tem 2 filhos, se não me engano eles não investigam nada.",0,0,"@  Pergunte pro seus políticos. Acho que é até impressionante que eles permitam as pessoas se esterilizarem aos 21 sem ter filhos, considerando nossa crise demográfica. Se você tem entre 18 e 21 talvez você possa criar uma história e mentir que já tem 2 filhos, se não me engano eles não investigam nada.",0.13041082,0.0880851745605468,0.13041082,0.0023651123,0.008028535,0.06722072,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_259973,"Eles deveriam ser presos na hora em que abrissem o processo, mais o Brasil e formado por milhões de pessoas algumas com formação academia e. Vidas bem estruturadas e muitas com religiões diversas, mais as pessoas só criticam e xingam fazendo intrigas disso ou daquilo mais não agem temos que defender a atitude dessas empresas nos somos o Brasil temos que agir",0,1,"Eles deveriam ser presos na hora em que abrissem o processo, mais o Brasil e formado por milhões de pessoas algumas com formação academia e. Vidas bem estruturadas e muitas com religiões diversas, mais as pessoas só criticam e xingam fazendo intrigas disso ou daquilo mais não agem temos que defender a atitude dessas empresas nos somos o Brasil temos que agir",0.11336674,0.073312759399414,0.11336674,0.004425049,0.022188433,0.0777699,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_572199,"Eu faço amizade com as mães que levam filho no Parquinho uai.. 😅😅😅. Quando você gosta da conversa da pessoa, não tem nada demais. Não vi nada além de uma fofoqueira sem noção, ouvindo a conversa dos outros e ainda vindo passar vergonha no yt 😂😂",0,1,"Eu faço amizade com as mães que levam filho no Parquinho uai.. 😅😅😅. Quando você gosta da conversa da pessoa, não tem nada demais. Não vi nada além de uma fofoqueira sem noção, ouvindo a conversa dos outros e ainda vindo passar vergonha no yt 😂😂",0.32764325,0.0623049736022949,0.32764325,0.013478675,0.015154205,0.30326313,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_139225,"Rsss! 😂😂😂 ""Você não falou que a gente é só amigo? Moço,  atende ela aqui por favor!""",0,0,"Rsss! 😂😂😂 ""Você não falou que a gente é só amigo? Moço,  atende ela aqui por favor!""",0.049089402,0.101311445236206,0.049089402,0.0015830994,0.0036627878,0.024124376,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2609869,"@  mas no meu caso, nem dinheiro resolve. Kkkkk mas eu estou bem.",0,0,"@  mas no meu caso, nem dinheiro resolve. Kkkkk mas eu estou bem.",0.07212844,0.062633991241455,0.07212844,0.0021266937,0.006622616,0.019419061,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2464638,"Olha, sei não, um bola gato por uma pizza de 60 pila e uma carona, fazendo minhas contas e considerando o preço dos programas por aqui... olha que mando entregar a pizza pra não ter que aturar a conversa furada e me paga o bqt ali mesmo😂",1,1,"Olha, sei não, um bola gato por uma pizza de 60 pila e uma carona, fazendo minhas contas e considerando o preço dos programas por aqui... olha que mando entregar a pizza pra não ter que aturar a conversa furada e me paga o bqt ali mesmo😂",0.1104733,0.0900187492370605,0.1104733,0.0023078918,0.00362579,0.046178754,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_420575,"A roupa já define e anuncia que são marmitas, toda vez que aparece mulher com essa falta de pano.",1,1,"A roupa já define e anuncia que são marmitas, toda vez que aparece mulher com essa falta de pano.",0.004817235,0.072742223739624,0.00014333164,3.5017729e-06,1.7993098e-05,0.004817235,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_2469328,Que um Cavaleiro Branco seja o Salvador dessa Balzaca em fim de carreira.,1,1,Que um Cavaleiro Branco seja o Salvador dessa Balzaca em fim de carreira.,0.0048445472,0.0994570255279541,0.00021499746,7.636845e-06,3.6853333e-05,0.0048445472,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_233589,"Mas uma mulher chamar o cara de viado nao pode ser considerado homofobia? Afinal o cara pode se declarar viado mesmo, e se considerar ofendido pela mocréia.E agora?",1,1,"Mas uma mulher chamar o cara de viado nao pode ser considerado homofobia? Afinal o cara pode se declarar viado mesmo, e se considerar ofendido pela mocréia.E agora?",0.39441586,0.0850591659545898,0.39441586,0.16960317,0.37361985,0.36537176,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_867297,Cuidado o Barco ⛵⛵⛵⛵ soldado 🪖🪖🪖🪖🪖🪖🪖🪖🪖🪖🪖🙂🙂😊,0,0,Cuidado o Barco ⛵⛵⛵⛵ soldado 🪖🪖🪖🪖🪖🪖🪖🪖🪖🪖🪖🙂🙂😊,0.04735767,0.1016645431518554,0.04735767,0.002861023,0.0032743104,0.021997316,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2940627,"Estão menos sensíveis.Nós anos 60, éramos livres na ditadura, a liberdade era interior..O que me fortalece é a religião.Amo !",0,1,"Estão menos sensíveis.Nós anos 60, éramos livres na ditadura, a liberdade era interior..O que me fortalece é a religião.Amo !",0.046120718,0.0583155155181884,0.046120718,0.00166893,0.020178653,0.022964163,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2743962,Quando vc não tem razão tenta calar o opositor 😢,0,0,Quando vc não tem razão tenta calar o opositor 😢,0.11223003,0.1068928241729736,0.11223003,0.0025558472,0.003144818,0.06794841,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1492776,A mulher ?? Saco !!! Tem que ter saco pravaturar esse bando de.mimizento do caralh@,1,1,A mulher ?? Saco !!! Tem que ter saco pravaturar esse bando de.mimizento do caralh@,0.7570315,0.0879063606262207,0.7570315,0.45895407,0.37361985,0.7065844,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_2838214,"@  entenda uma coisa, em momento algum ele citou o nome de usuário ou o nome da senhora, ele apenas replicou uma piada com um trocadilho. E um detalhe adicional, se não fosse uma piada ele também estaria se referindo a irmã e mãe dele, ou seja, não faz sentido a sua revolta, além do mais, apenas a senhora veio reclamar, e não só reclamar, a senhora veio insinuando coisas de forma direta sobre a mãe dele.Se uma pessoa não se enquadra no que ele diz, não tem motivo algum para vim reclamar, sequer para vim dizer que a mãe dele é aquilo.E vou além, você em momento algum negou que você era aquilo, apenas insinuou que a mãe dele também fosse.😂😂😂😂😂",0,1,"@  entenda uma coisa, em momento algum ele citou o nome de usuário ou o nome da senhora, ele apenas replicou uma piada com um trocadilho. E um detalhe adicional, se não fosse uma piada ele também estaria se referindo a irmã e mãe dele, ou seja, não faz sentido a sua revolta, além do mais, apenas a senhora veio reclamar, e não só reclamar, a senhora veio insinuando coisas de forma direta sobre a mãe dele.Se uma pessoa não se enquadra no que ele diz, não tem motivo algum para vim reclamar, sequer para vim dizer que a mãe dele é aquilo.E vou além, você em momento algum negou que você era aquilo, apenas insinuou que a mãe dele também fosse.😂😂😂😂😂",0.15766735,0.1000068187713623,0.15766735,0.0032424927,0.0093974555,0.0820023,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1630022,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0,0,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0.25462922,0.0913574695587158,0.25462922,0.009422302,0.22063516,0.16846494,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_448463,"Por trás duma armadura de ""virtude"" mangina está um esqueleto misógino",0,0,"Por trás duma armadura de ""virtude"" mangina está um esqueleto misógino",0.25727063,0.0670490264892578,0.25727063,0.016383713,0.07591068,0.2435641,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_2264481,"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",1,0,"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",0.054779384,0.0627083778381347,0.054779384,0.0024318695,0.021786476,0.018065477,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_1905828,"Quenha assumida , cobrou na lata😅😅",0,1,"Quenha assumida , cobrou na lata😅😅",0.36709076,0.0537416934967041,0.3317266,0.016900165,0.02048012,0.36709076,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_855739,"Vai do marido, isso é um previlégio de poucos.",0,0,"Vai do marido, isso é um previlégio de poucos.",0.015142105,0.0569667816162109,0.015142105,0.0005221367,0.0017111509,0.012072904,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1627045,"""nem tudo o q voce ve na internet é real."" eu diria q quase tudo é ficção. :)",0,0,"""nem tudo o q voce ve na internet é real."" eu diria q quase tudo é ficção. :)",0.027560094,0.0814940929412841,0.027560094,0.0008058548,0.0027563404,0.014162917,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_464118,E você já deu para quantas 😅😅😅😅,0,1,E você já deu para quantas 😅😅😅😅,0.043399423,0.0855026245117187,0.043399423,0.0019168854,0.0021273769,0.01929015,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_124366,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0,0,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0.11140333,0.0737507343292236,0.11140333,0.007286072,0.013546381,0.032468732,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2106526,Esse pai tem meu respeito. 👏🏻👏🏻👏🏻👏🏻,0,0,Esse pai tem meu respeito. 👏🏻👏🏻👏🏻👏🏻,0.0070369947,0.0868072509765625,0.0070369947,0.00057697296,0.0018036455,0.0069333725,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_106040,"Em que planeta ela vive que não sabe da lei ""Não é Não"" e que isso da até cadeia, nem bom dia dou mais para as digníssimas kkkkkkkk",1,1,"Em que planeta ela vive que não sabe da lei ""Não é Não"" e que isso da até cadeia, nem bom dia dou mais para as digníssimas kkkkkkkk",0.29405528,0.0875060558319091,0.29405528,0.015802706,0.027011903,0.26957804,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_1293498,Gosta sim se nao gostasse nao pagaria para a amante e nao ficaria com uma que usa tudo isso😂😂,0,0,Gosta sim se nao gostasse nao pagaria para a amante e nao ficaria com uma que usa tudo isso😂😂,0.048842013,0.0565719604492187,0.048842013,0.0011301041,0.0028118372,0.027730936,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2367085,Porque a mulher do pastor transo com medigo,0,0,Porque a mulher do pastor transo com medigo,0.47323486,0.0469825267791748,0.47323486,0.16960317,0.35948995,0.40243408,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_131757,"Eu tinha prazer de cuidar da minha mãe, ela se foi aos 93 anos❤❤❤ cuidei até o fim, e hoje sinto muita falta dela",0,0,"Eu tinha prazer de cuidar da minha mãe, ela se foi aos 93 anos❤❤❤ cuidei até o fim, e hoje sinto muita falta dela",0.01017851,0.1071474552154541,0.01017851,0.00092983246,0.0026453468,0.0068668723,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1042943,A mão esquerda do cara....ainda desperta suspeita...,0,0,A mão esquerda do cara....ainda desperta suspeita...,0.07054565,0.0633788108825683,0.07054565,0.0015735626,0.007214582,0.03885912,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1227448,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0,0,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0.026028076,0.0821695327758789,0.026028076,0.0008392334,0.0019886347,0.011730902,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2201486,Mulher cheia de amigos e com 500 contatos de homem no zap.  Tem otário que acha normal.  Minha ex tinha uma amiga assim. Um dia ela veio me dizer que amiga é muito comunicativa. Eu respondi: eu sei! Ela deve adorar falar no microfone dos outros. Me poupe por que eu não fui criado na Disney !  Ela até bloqueouu a tal amiga.,1,1,Mulher cheia de amigos e com 500 contatos de homem no zap.  Tem otário que acha normal.  Minha ex tinha uma amiga assim. Um dia ela veio me dizer que amiga é muito comunicativa. Eu respondi: eu sei! Ela deve adorar falar no microfone dos outros. Me poupe por que eu não fui criado na Disney !  Ela até bloqueouu a tal amiga.,0.33896056,0.0792820453643798,0.31825066,0.016319158,0.051808115,0.33896056,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_710799,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",1,1,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",0.10956833,0.0972125530242919,0.10956833,0.0030136108,0.08004672,0.036214896,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_2558219,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0,0,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0.112953395,0.0655570030212402,0.112953395,0.007095337,0.10221587,0.030485468,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_257520,"Esses são os dilemas da juventude, depois de adulto piora",0,0,"Esses são os dilemas da juventude, depois de adulto piora",0.012880214,0.1078212261199951,0.012880214,0.00051259995,0.0029228306,0.010400894,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1069677,Mulherada exigindo respeito sendo que elas não respeitam nem a elas mesmas 😂😂😂😂😂😂😂É. difudê 🤣🤣🤣🤣🤣🤣🤣,1,1,Mulherada exigindo respeito sendo que elas não respeitam nem a elas mesmas 😂😂😂😂😂😂😂É. difudê 🤣🤣🤣🤣🤣🤣🤣,0.37751234,0.0886609554290771,0.37751234,0.023076924,0.36702603,0.36798462,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_662960,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0,0,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0.0066198707,0.0898501873016357,0.0055918973,0.0004863739,0.0011191851,0.0066198707,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1243833,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0,0,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0.28312725,0.0852563381195068,0.28312725,0.007095337,0.012240025,0.26957804,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1654905,"Meu deus eu tenho eh odio de gnt sem nocao q submete a oripria vida em troca de ser besta na eua dirige mal e ainda quer ter razao e nao sabe se contentar com nada, e fica faznd prezepada nan sinceramente",0,1,"Meu deus eu tenho eh odio de gnt sem nocao q submete a oripria vida em troca de ser besta na eua dirige mal e ainda quer ter razao e nao sabe se contentar com nada, e fica faznd prezepada nan sinceramente",0.3486032,0.1037235260009765,0.3245134,0.01986976,0.10221587,0.3486032,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1472941,"Falo a absoluta verdade O a gente se valora e cria um amor próprio,  o nois sofriremos a vida toda .Mantenha a fé,  que o gran amor da sua vida, ainda está para chegar❤",0,0,"Falo a absoluta verdade O a gente se valora e cria um amor próprio,  o nois sofriremos a vida toda .Mantenha a fé,  que o gran amor da sua vida, ainda está para chegar❤",0.015204934,0.0372500419616699,0.015204934,0.0008583069,0.00224762,0.009868891,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_701601,Fudeu a pestinha literalmente 😂,1,1,Fudeu a pestinha literalmente 😂,0.41690505,0.0599925518035888,0.41690505,0.02420936,0.015958117,0.3388922,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_1005281,Eu sou um mistério inrressistvel,0,0,Eu sou um mistério inrressistvel,0.049831573,0.0852420330047607,0.049831573,0.0020694733,0.005919657,0.017163089,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_540555,esse cara um picareta prega mas nao faz o que prega,0,1,esse cara um picareta prega mas nao faz o que prega,0.39441586,0.0942184925079345,0.39441586,0.018191293,0.03894114,0.39297962,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1212121,"Rapaz, nem na Globe tem atores tão bons.",0,0,"Rapaz, nem na Globe tem atores tão bons.",0.045378547,0.0529804229736328,0.045378547,0.0011539459,0.0051427023,0.029163294,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1983871,"Aos mais novos, que acreditam no conservadorismo como solução, aconselho-os a procurar o texto acerca da bolha misândrica que saiu até no New York times deve ter mais de 10 anos. O homem conservador é o mais insalubridade e o que mais caga regra aos outros. A pegada desse texto vai na linha de que, por mais que haja um sistema feminista, elas não conseguiriam prejudicar um homem sem o aval e a chancela do homem tradcon e o mesmo faz na intenção de se aparentar cavalheiresco. Recomendo",0,0,"Aos mais novos, que acreditam no conservadorismo como solução, aconselho-os a procurar o texto acerca da bolha misândrica que saiu até no New York times deve ter mais de 10 anos. O homem conservador é o mais insalubridade e o que mais caga regra aos outros. A pegada desse texto vai na linha de que, por mais que haja um sistema feminista, elas não conseguiriam prejudicar um homem sem o aval e a chancela do homem tradcon e o mesmo faz na intenção de se aparentar cavalheiresco. Recomendo",0.32236105,0.0815291404724121,0.32236105,0.019095084,0.23391083,0.26957804,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1380135,"Na verdade essas véia largadas tão mais pra empoeiradas, o cara que se junta com elas tem q aguentar as crises existenciais",1,1,"Na verdade essas véia largadas tão mais pra empoeiradas, o cara que se junta com elas tem q aguentar as crises existenciais",0.23198941,0.0931353569030761,0.23198941,0.010757446,0.036878675,0.18728738,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_2026152,"@  sim, sempre houve as exceções, inclusive algumas mulheres admiráveis fizeram historia com isso no passado, Marrie Currie por exemplo, entre outras q tiveram destaque no meio academico com pesquisas, não to questionando a capacidade das mulheres mas sim que: se levarmos o modelo conservador a risca temos vantagens e desvantagenspara criação de filhos o modelo de o casal trabalhar fora sempre causou mais restriçção na tarefa de criar filhos e isso a longo prazo causa reduçção populacional, escassez de mao de obra, entre outras coisas, mas desfavorece a procriação o modelo moderno, acredito q é esse ponto que ""preocupa"" os conservadores, pra mim tanto faz kkkkk, ja abracei a modernidade.",1,0,"@  sim, sempre houve as exceções, inclusive algumas mulheres admiráveis fizeram historia com isso no passado, Marrie Currie por exemplo, entre outras q tiveram destaque no meio academico com pesquisas, não to questionando a capacidade das mulheres mas sim que: se levarmos o modelo conservador a risca temos vantagens e desvantagenspara criação de filhos o modelo de o casal trabalhar fora sempre causou mais restriçção na tarefa de criar filhos e isso a longo prazo causa reduçção populacional, escassez de mao de obra, entre outras coisas, mas desfavorece a procriação o modelo moderno, acredito q é esse ponto que ""preocupa"" os conservadores, pra mim tanto faz kkkkk, ja abracei a modernidade.",0.07687678,0.0886313915252685,0.07687678,0.001821518,0.028628819,0.029493837,comentarios_misoginia,1,final_misoginia,0.2,0
