id_video_anonimizado,text,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column,threshold_aplicado,pred_label
video_10267,"Quem Se Importa mais com a Aparência? Homens ou Mulheres ? ... Clube De Membos Conteúdo Sem Censura Multiplataforma - https://abre.ai/maOVSua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0,"Quem Se Importa mais com a Aparência? Homens ou Mulheres ? ... Clube De Membos Conteúdo Sem Censura Multiplataforma - https://abre.ai/maOVSua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0.037577134,0.0925407409667968,0.037577134,0.004863739,0.0051427023,0.013782915,videos_misoginia,0,final_misoginia,0.2,0
video_10314,As vezes o que as pessoas precisam não é aquilo que a gente tenta oferecer 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,As vezes o que as pessoas precisam não é aquilo que a gente tenta oferecer 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.11119666,0.0918409824371337,0.11119666,0.008735657,0.01191331,0.020966014,videos_misoginia,0,final_misoginia,0.2,0
video_10379,"POR QUE É IMPORTANTE TER ESSAS DUAS PESSOAS COM VOCÊ | THIAGO SCHUTZ | PINK E PILL A FTW é minha nova parceira!Para você que quer se tornar um homem cada vez mais saudável e precisa reabastecer seu estoque de suplementos, garanta seu desconto em todo site da FTW, usando o meu cupom abaixo:🏷️ THIAGOSCHUTZhttps://www.ftw.com.br?parceiro=9915 ---------------------📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz:   https://www.youtube.com/ .schutz---------------------LINK DO EPISÓDIO COMPLETO: https://www.youtube.com/watch?v=v23Pi0oMbus",0,0,"POR QUE É IMPORTANTE TER ESSAS DUAS PESSOAS COM VOCÊ | THIAGO SCHUTZ | PINK E PILL A FTW é minha nova parceira!Para você que quer se tornar um homem cada vez mais saudável e precisa reabastecer seu estoque de suplementos, garanta seu desconto em todo site da FTW, usando o meu cupom abaixo:🏷️ THIAGOSCHUTZhttps://www.ftw.com.br?parceiro=9915 ---------------------📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz:   https://www.youtube.com/ .schutz---------------------LINK DO EPISÓDIO COMPLETO: https://www.youtube.com/watch?v=v23Pi0oMbus",0.012440401,0.0850634574890136,0.012440401,0.0017642975,0.0026823445,0.008633883,videos_misoginia,0,final_misoginia,0.2,0
video_10389,"Maior prova de amor • Rodrigo Faro | Marçal Talks Transforme sua mente e inspire-se diariamente! Inscreva-se no The Red Pill para reflexões profundas, motivação e sabedoria que vão mudar sua vida.➥ Método Youtuber Milionário 💸 https://go.hotmart.com/R94269713VMais um produto em parceria com Peter Jordan (Ei Nerd!), onde você irá aprender ainda mais formas de ganhar dinheiro com seu canal do Youtube.➥ Redes Sociais ✂:📲  Instagram: https://www.instagram.com/the_redpill1📲  TikTok: https://www.tiktok.com/ 📲  Youtube: https://www.youtube.com/ ➥ Compartilhe este vídeo:https://youtube.com/shorts/HcSVmrk_MMA➥ Se inscreva no canalhttps://www.youtube.com/ ?sub_confirmation=1📌 Créditos:🎙 RODRIGO FARO DIZ COMO LIDAR COM HATERS NO MARÇAL TALKS➜ https://youtu.be/OXGCIQn89AYThe Red PillCortes podcastPodcast motivacionaisPodcast sobre relacionamentoMaior prova de amor • Rodrigo Faro | Marçal Talks",0,0,"Maior prova de amor • Rodrigo Faro | Marçal Talks Transforme sua mente e inspire-se diariamente! Inscreva-se no The Red Pill para reflexões profundas, motivação e sabedoria que vão mudar sua vida.➥ Método Youtuber Milionário 💸 https://go.hotmart.com/R94269713VMais um produto em parceria com Peter Jordan (Ei Nerd!), onde você irá aprender ainda mais formas de ganhar dinheiro com seu canal do Youtube.➥ Redes Sociais ✂:📲  Instagram: https://www.instagram.com/the_redpill1📲  TikTok: https://www.tiktok.com/ 📲  Youtube: https://www.youtube.com/ ➥ Compartilhe este vídeo:https://youtube.com/shorts/HcSVmrk_MMA➥ Se inscreva no canalhttps://www.youtube.com/ ?sub_confirmation=1📌 Créditos:🎙 RODRIGO FARO DIZ COMO LIDAR COM HATERS NO MARÇAL TALKS➜ https://youtu.be/OXGCIQn89AYThe Red PillCortes podcastPodcast motivacionaisPodcast sobre relacionamentoMaior prova de amor • Rodrigo Faro | Marçal Talks",0.021196328,0.1016886234283447,0.021196328,0.0025558472,0.0040512653,0.012414906,videos_misoginia,0,final_misoginia,0.2,0
video_10425,Eu prefiro estar solteiro do que estar num relacionamento ruim 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,Eu prefiro estar solteiro do que estar num relacionamento ruim 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.15158679,0.0998897552490234,0.15158679,0.01121521,0.013445892,0.021868404,videos_misoginia,0,final_misoginia,0.2,0
video_10521,Vai ter homem rico pra todo mundo? | Thiago Schutz #shorts #relacionamento #reflexão #amor #rico,0,0,Vai ter homem rico pra todo mundo? | Thiago Schutz #shorts #relacionamento #reflexão #amor #rico,0.0072658747,0.1039190292358398,0.0062202006,0.00054597855,0.001655654,0.0072658747,videos_misoginia,0,final_misoginia,0.2,0
video_10618,Você perdeu a admiração pelo seu marido? 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,Você perdeu a admiração pelo seu marido? 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.23415339,0.0795705318450927,0.23415339,0.02077355,0.028016793,0.061451588,videos_misoginia,0,final_misoginia,0.2,1
video_10749,Trairia a namorada por 50k? | Qual a sua opinião? #rafaelaires  #antiotario  #redpillbrasil,0,0,Trairia a namorada por 50k? | Qual a sua opinião? #rafaelaires  #antiotario  #redpillbrasil,0.0414203,0.0762417316436767,0.0414203,0.0031852722,0.006770608,0.018710041,videos_misoginia,0,final_misoginia,0.2,0
video_10874,Coisas dos pais antigos que precisam ser resgatadas,0,0,Coisas dos pais antigos que precisam ser resgatadas,0.013822667,0.0746104717254638,0.013822667,0.0009250641,0.003866276,0.009431887,videos_misoginia,0,final_misoginia,0.2,0
video_10993,"ISSO A MULHER DESCONFIA  #seducao  #homemdealtovalor #podcast #relacionamento 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,"ISSO A MULHER DESCONFIA  #seducao  #homemdealtovalor #podcast #relacionamento 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0.028031485,0.0933156013488769,0.028031485,0.0027656555,0.0074365693,0.010970897,videos_misoginia,0,final_misoginia,0.2,0
video_11067,ele  derrubou a casa da ex homem  #homem #homens #motivacao #homemmoderno #homemdevalor,0,0,ele  derrubou a casa da ex homem  #homem #homens #motivacao #homemmoderno #homemdevalor,0.08320791,0.0904936790466308,0.08320791,0.0050735474,0.010433395,0.020643732,videos_misoginia,0,final_misoginia,0.2,0
video_11173,Mulher de verdade JAMAIS age assim...,1,0,Mulher de verdade JAMAIS age assim...,0.17631748,0.0825309753417968,0.17631748,0.004711151,0.12556632,0.070799805,videos_misoginia,1,final_misoginia,0.2,0
video_11177,Será mesmo que nenhum homem presta? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor,0,0,Será mesmo que nenhum homem presta? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor,0.016712861,0.0814244747161865,0.016712861,0.0011491776,0.004069764,0.011768902,videos_misoginia,0,final_misoginia,0.2,0
video_11233,Vale a pena casar? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor #fyp #casamento,0,0,Vale a pena casar? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor #fyp #casamento,0.006135368,0.0628523826599121,0.0038797716,0.0004029274,0.0010636884,0.006135368,videos_misoginia,0,final_misoginia,0.2,0
video_11245,"A PESSOA QUER QUEM IGNORA ELA PORQUE... | KATHY BARTZ Corte do Episódio: KATHY BARTZ (Maior Especialista em Capital Er#tico do Brasil) - PAPO MILGRAU #65Canal: PAPO MILGRAUEpisódio completo:https://www.youtube.com/watch?v=YeOxybGLG0M&t=1s👑 Deixe o seu like e se possível comente!- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa. "" ⚜️ Aprenda os segredos da conquista, desenvolva sua confiança e se torne o homem que as mulheres desejam. ✅️ Com dicas práticas e estratégias comprovadas, e um passo a passo para se tornar o verdadeiro protagonista de sua jornada amorosa. 🔥 Liberte o seu potencial e conquiste o coração das mulheres com o Método Alpha. Chegou a hora de se destacar!"" Link: https://bit.ly/47tJ0bQ Instagram:   Tik Tok:  #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,"A PESSOA QUER QUEM IGNORA ELA PORQUE... | KATHY BARTZ Corte do Episódio: KATHY BARTZ (Maior Especialista em Capital Er#tico do Brasil) - PAPO MILGRAU #65Canal: PAPO MILGRAUEpisódio completo:https://www.youtube.com/watch?v=YeOxybGLG0M&t=1s👑 Deixe o seu like e se possível comente!- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa. "" ⚜️ Aprenda os segredos da conquista, desenvolva sua confiança e se torne o homem que as mulheres desejam. ✅️ Com dicas práticas e estratégias comprovadas, e um passo a passo para se tornar o verdadeiro protagonista de sua jornada amorosa. 🔥 Liberte o seu potencial e conquiste o coração das mulheres com o Método Alpha. Chegou a hora de se destacar!"" Link: https://bit.ly/47tJ0bQ Instagram:   Tik Tok:  #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0.05750068,0.1008400917053222,0.05750068,0.007019043,0.011691323,0.021997316,videos_misoginia,0,final_misoginia,0.2,0
video_11259,HOMENS NÃO QUEREM CASAR #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0,1,HOMENS NÃO QUEREM CASAR #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0.026145924,0.0886621475219726,0.026145924,0.0030708313,0.010655383,0.015872927,videos_misoginia,0,final_misoginia,0.2,0
video_1132,"Personal da namorada do Endrick #shorts Seja membro deste canal e ganhe benefícios:https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join#hackeandoamatrix #morenotatuado #homemdealtovalor-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE!                       💊SE INSCREVA!             👉Compartilhe esse vídeo com alguém que vc gosta:",0,0,"Personal da namorada do Endrick #shorts Seja membro deste canal e ganhe benefícios:https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join#hackeandoamatrix #morenotatuado #homemdealtovalor-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE!                       💊SE INSCREVA!             👉Compartilhe esse vídeo com alguém que vc gosta:",0.031684756,0.0775411128997802,0.031684756,0.0035476685,0.011765319,0.016860934,videos_misoginia,0,final_misoginia,0.2,0
video_11348,"E É POR ISSO QUE VOCÊ DEVE OLHAR ESSES PONTOS | THIAGO SCHUTZ | PINK E PILL INSCREVA-SE NO CANAL DE CORTES (MELHORES MOMENTOS):   https://www.youtube.com/ ASSISTA AO EPISÓDIO COMPLETO:https://www.youtube.com/watch?v=taYInP4GRL8&t=1sASSISTA AO PRIMEIRO EPISÓDIO COMPLETO COM A MARI VABO:https://www.youtube.com/watch?v=iFHHzccFDKM&t=6691s&pp=ygUVUElOSyBFIFBJTEwgTUFSSSBWQUJPASSISTA AO SEGUNDO EPISÓDIO COMPLETO COM A MARI VABO:https://www.youtube.com/watch?v=p8OBpNlMUWo&t=6091sVEJA O NOSSO EPISÓDIO COM MAIS VIEWS:  https://www.youtube.com/watch?v=FfckNLMFxYY  VEJA O NOSSO CORTE COM MAIS VIEWS:    https://www.youtube.com/watch?v=j3STTZsJKnY---------------------INSTAGRAM MARI VABO: https://www.instagram.com/marirvabo/INSTAGRAM PINK & PILL:  https://www.instagram.com/pinkepillpodcast/---------------------APRESENTADO POR: THIAGO SCHUTZ (https://www.instagram.com/thiagoschutzoficial/)📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz:   https://www.youtube.com/ .schutz---------------------⚕️ Quer acabar com a ejaculação precoce ou disfunção erétil? A Dra. Lucimar já atendeu mais de 5.000 homens em seu consultório e agora tem um curso completo. Conheça:► http://www.lucyapp.com.br/pink---------------------EPISÓDIO GRAVADO NO ESTÚDIO KORTACENA (https://www.instagram.com/estudiokortacena/)---------------------#relacionamento #desenvolvimento #mulher #homem #respeito #casal #namoro #valor #amor #marivabo #thiagoschutz",0,0,"E É POR ISSO QUE VOCÊ DEVE OLHAR ESSES PONTOS | THIAGO SCHUTZ | PINK E PILL INSCREVA-SE NO CANAL DE CORTES (MELHORES MOMENTOS):   https://www.youtube.com/ ASSISTA AO EPISÓDIO COMPLETO:https://www.youtube.com/watch?v=taYInP4GRL8&t=1sASSISTA AO PRIMEIRO EPISÓDIO COMPLETO COM A MARI VABO:https://www.youtube.com/watch?v=iFHHzccFDKM&t=6691s&pp=ygUVUElOSyBFIFBJTEwgTUFSSSBWQUJPASSISTA AO SEGUNDO EPISÓDIO COMPLETO COM A MARI VABO:https://www.youtube.com/watch?v=p8OBpNlMUWo&t=6091sVEJA O NOSSO EPISÓDIO COM MAIS VIEWS:  https://www.youtube.com/watch?v=FfckNLMFxYY  VEJA O NOSSO CORTE COM MAIS VIEWS:    https://www.youtube.com/watch?v=j3STTZsJKnY---------------------INSTAGRAM MARI VABO: https://www.instagram.com/marirvabo/INSTAGRAM PINK & PILL:  https://www.instagram.com/pinkepillpodcast/---------------------APRESENTADO POR: THIAGO SCHUTZ (https://www.instagram.com/thiagoschutzoficial/)📕 Livros, mentorias e cursos do Thiago Schutz: https://thiagoschutz.com/💊 Como se tornar um homem de valor: https://elitemasculina.com.br/🎥 Canal do Youtube - Thiago Schutz:   https://www.youtube.com/ .schutz---------------------⚕️ Quer acabar com a ejaculação precoce ou disfunção erétil? A Dra. Lucimar já atendeu mais de 5.000 homens em seu consultório e agora tem um curso completo. Conheça:► http://www.lucyapp.com.br/pink---------------------EPISÓDIO GRAVADO NO ESTÚDIO KORTACENA (https://www.instagram.com/estudiokortacena/)---------------------#relacionamento #desenvolvimento #mulher #homem #respeito #casal #namoro #valor #amor #marivabo #thiagoschutz",0.07450261,0.0849699974060058,0.07450261,0.009536743,0.015154205,0.019934712,videos_misoginia,0,final_misoginia,0.2,0
video_11350,MULHER QUE TRAI FAZ ISSO #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,1,1,MULHER QUE TRAI FAZ ISSO #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0.026145924,0.0825979709625244,0.026145924,0.003376007,0.0061416444,0.014504919,videos_misoginia,1,final_misoginia,0.2,0
video_11351,"O que você faria se a sua namorada tomasse essas atitudes? 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"O que você faria se a sua namorada tomasse essas atitudes? 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.014890783,0.0768349170684814,0.014890783,0.0009202957,0.0022846176,0.009944891,videos_misoginia,0,final_misoginia,0.2,0
